name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Big Time,778607650,False,7.3,0,7.3,29.9,293.0
Race Arena,778607652,False,17.5,0,17.5,58.8,247.9
Arena Glades,778607653,True,20.9,1,20.9,62.4,230.3
The Ridge,778607654,False,8.4,0,8.4,18.3,183.8
Easy Mile,778607655,False,14.0,0,14.0,66.3,606.4
Fun Bowl,778607656,False,10.6,0,10.6,32.6,293.0
Sno Pro,778607657,False,12.5,0,12.5,112.6,679.8
Powerline Glade,778607658,False,25.0,1,25.0,44.4,158.8
Dories Bowl,778607659,False,18.1,0,18.1,82.2,503.6
Revelry,778607660,False,18.5,0,18.5,79.9,427.3
Terrain Park,778607661,False,17.2,0,17.2,75.1,424.2
Smooth Sailing,778607662,False,17.8,0,17.8,108.1,522.8
Birch Run,778607663,False,14.2,0,14.2,59.4,316.2
Valley,778607664,False,20.6,0,20.6,68.8,260.2
Twilight Zone,778607665,False,26.6,0,26.6,109.8,377.2
Chute,778607666,False,27.9,0,27.9,88.1,262.1
Scarface,778607667,False,19.7,0,19.7,60.9,269.2
Smokey,778607668,False,23.7,0,23.7,92.1,299.7
Cat Track,778607669,False,9.2,0,9.2,19.9,228.2
Terrain Garden,778607670,False,5.9,0,5.9,13.6,140.8
Ramblewood,778607671,False,15.3,0,15.3,117.8,995.1
Dogleg,778607672,False,8.8,0,8.8,27.9,292.7
Foo-foo Land,778607673,False,9.9,0,9.9,16.7,159.6
Gator's Alley,778607674,False,11.4,0,11.4,50.2,420.4
The Big 4-0,778607675,False,21.5,0,21.5,60.1,316.3
Southwest Passage,778607676,False,16.4,0,16.4,60.3,293.7
Brownie,778607677,False,20.7,0,20.7,47.5,157.6
Pleasant View,778607678,False,14.1,0,14.1,55.9,441.6
Southern Comfort,778607679,False,18.9,0,18.9,91.8,502.6
Bayview,778607680,False,20.9,0,20.9,65.0,325.3
Foo Land,778607681,False,8.6,0,8.6,16.0,125.2
S.C. Glade,778607682,False,19.0,1,19.0,46.1,180.3
Bayview Glade,778607683,False,20.0,1,20.0,44.7,215.7
Duck Soup,778607684,False,11.0,0,11.0,70.7,797.7
Home Run,778607685,False,9.9,0,9.9,71.1,884.2
Bark Biter,778607686,False,8.3,0,8.3,20.5,181.5
EZ4U,778607687,False,7.9,0,7.9,12.9,110.8
Tower Glades,778607688,True,20.7,1,20.7,55.2,217.8
Goosebumps,778607689,False,22.4,0,22.4,70.3,298.5
Blue Line,778607690,False,17.2,0,17.2,78.9,359.5
Pintail Glade,778607691,False,22.5,1,22.5,54.5,248.4
Outback Jack,778607692,False,14.4,0,14.4,86.3,590.0
Outback Jack Glades,778607693,False,16.0,1,16.0,52.7,316.8
Jane O. Trail,778607694,False,15.9,0,15.9,69.9,341.1
Borderline,778607695,False,17.0,0,17.0,85.7,475.3
Hot Flash,778607696,False,17.3,0,17.3,65.5,298.9
Whitefish,778607697,False,17.0,0,17.0,87.5,450.7
Chips,778607698,False,19.8,0,19.8,59.4,232.2
