name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Crown Dancer,151171393,False,24.2,0,24.2,225.5,906.8
Lower Crown Dancer,151177280,False,16.8,0,16.8,95.7,528.6
Sugar,151177421,False,11.2,0,11.2,118.1,1192.5
Clear Cut,151177447,False,11.3,0,11.3,30.2,185.3
Maverick,151177464,False,32.0,0,32.0,196.7,553.1
Lupe,151177498,False,31.2,0,31.2,203.8,612.8
Bonito,151177513,False,17.3,0,17.3,56.9,309.2
Jackson's Alley,151177616,False,14.9,0,14.9,123.0,817.4
Lower Lupe,151177683,False,11.2,0,11.2,88.7,666.6
Rustler,151177759,False,31.3,0,31.3,172.2,527.8
Spirit Trail,151177783,False,19.2,0,19.2,231.9,1181.7
Superstition,151177795,False,23.1,0,23.1,134.6,394.2
Nastar,151177812,False,22.9,0,22.9,131.2,420.9
 _0,151178022,False,22.9,0,22.9,105.9,317.5
Aspen Trail,151179644,False,6.2,0,6.2,18.7,264.9
Loafer,151179763,False,9.9,0,9.9,56.6,414.2
Lodgeview,151179764,False,13.8,0,13.8,128.2,840.6
Fairview,151179918,False,15.8,0,15.8,97.7,636.6
Spruceridge,151384565,False,11.4,0,11.4,109.1,881.4
Pinedale,151384680,False,15.7,0,15.7,32.3,171.6
Spirit Trail_1,151384997,False,14.8,0,14.8,63.7,516.6
Apache Pass,151385166,False,17.4,0,17.4,112.9,541.4
Sidewinder,151385875,False,18.0,0,18.0,328.0,2846.5
Arrowhead,151402998,False,24.5,0,24.5,206.9,610.3
Quakie,151403218,False,25.7,0,25.7,207.9,639.1
Wikieup,151403380,False,14.6,0,14.6,239.2,1502.8
Lupe's Rainbow,151403570,False,24.9,0,24.9,202.8,935.1
Geronimo,151403866,False,30.7,0,30.7,149.2,588.2
 _2,380570735,False,24.6,0,24.6,48.0,151.3
 _3,380570737,False,36.7,0,36.7,132.9,406.0
 _4,380570739,False,9.8,0,9.8,19.1,361.4
 _5,380570743,False,22.8,0,22.8,146.4,943.2
Apache Drum,380570746,False,19.0,0,19.0,185.0,1622.4
Chubasco,380570751,False,16.7,0,16.7,150.0,971.8
Cyclone Alley,380570755,False,16.9,0,16.9,93.3,550.6
Deer Valley,380570760,False,15.0,0,15.0,119.2,697.8
Eclipse,380570764,False,31.5,0,31.5,194.2,669.2
El Khorn,380570772,False,22.5,0,22.5,160.8,834.2
Evergreen,380570777,False,13.0,0,13.0,61.7,437.1
Falling Star,380570780,False,20.4,0,20.4,68.2,379.9
Hurricane Ridge,380570783,False,34.3,0,34.3,215.0,1042.4
Lonestar,380570785,False,21.1,0,21.1,363.4,3103.2
Lower Tempest,380570792,False,11.9,0,11.9,101.1,1007.7
Phoencian,380570794,False,15.8,0,15.8,143.6,799.2
Red Valley,380570796,False,14.2,0,14.2,245.4,1657.3
Sunset Meadow,380570798,False,15.3,0,15.3,118.5,1184.2
Tempest,380570800,False,31.9,0,31.9,225.6,1154.0
Thunder,380570804,False,33.7,0,33.7,165.0,523.9
Twister,380570806,False,15.5,0,15.5,57.1,372.1
Typhoon,380570808,False,18.8,0,18.8,158.3,722.5
Young Girl,380570810,False,17.5,0,17.5,272.1,1577.1
