name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
By George,562088676,False,17.7,0,17.7,33.4,174.6
Bugaboo,562088677,False,18.2,0,18.2,29.7,128.7
Bugaboo_2,562088678,False,10.6,0,10.6,31.3,274.9
Piper Pass,562088679,False,20.0,0,20.0,34.8,138.9
Rotary Run,562088680,False,15.6,0,15.6,44.1,224.5
Weiss Way,562088681,False,17.6,0,17.6,53.4,249.9
Brady's Run,562088682,False,14.5,0,14.5,33.8,172.5
Tammy's Turn,562088684,False,7.8,0,7.8,13.6,142.8
Megan's Way,562088685,False,7.8,0,7.8,21.6,255.7
 _3,562088686,False,11.0,0,11.0,31.2,282.1
E.I.O.,562088688,False,12.4,0,12.4,26.3,263.3
Leo's Legacy,562088689,False,8.5,0,8.5,59.3,682.3
Hoot Owl,562088690,False,13.4,0,13.4,72.4,631.1
Buck,562088691,False,22.2,0,22.2,87.8,341.5
Abbey Road,896066830,False,18.9,0,18.9,63.3,344.9
Penny Lane,896066831,False,11.9,0,11.9,36.8,283.9
Shirk's Slalom,896066832,False,16.7,0,16.7,41.1,244.0
Rocky Road,896066833,False,12.8,0,12.8,15.4,80.1
Eden Hill,896066834,False,12.9,0,12.9,31.0,210.0
Last Chance,896066835,False,14.9,0,14.9,53.5,346.6
Kim's Corner,896066836,False,13.1,0,13.1,18.6,126.4
Pop's Peak,896066837,False,19.5,0,19.5,56.8,316.1
Dandy's Delight,896066838,False,16.9,0,16.9,37.5,164.6
Lake View,896066839,False,14.2,0,14.2,39.9,215.9
The Ridge,896066840,False,18.6,0,18.6,60.0,289.5
Norm's Way,896066841,False,22.0,0,22.0,44.8,194.9
Wally's Way,896066842,False,19.4,0,19.4,61.4,294.2
Kay Blue,896066843,False,16.5,0,16.5,49.1,333.4
Buck Glades,896069431,True,20.0,1,20.0,54.2,196.2
Main Street,896069433,False,12.4,0,12.4,93.5,666.6
Giggles,896069434,False,13.1,0,13.1,47.4,421.9
Gorge Glades,896069435,False,22.8,1,22.8,44.2,262.2
Lower Gorge,896069436,False,18.9,0,18.9,51.5,268.7
Cheers to Lou (Nastar Course),896069437,False,13.2,0,13.2,68.0,367.9
Tucks,896069438,False,15.2,0,15.2,48.0,237.1
Jester's Alley,896069439,False,11.8,0,11.8,36.0,215.5
Basin Street,896069440,False,21.5,0,21.5,60.6,297.5
Little Vincent,896069441,False,15.9,0,15.9,51.7,275.6
Abendroth's Trail,896069442,False,12.0,0,12.0,38.1,215.7
Thor,896069443,False,24.1,0,24.1,75.7,264.3
Nose Dive,896069444,False,31.5,0,31.5,55.3,150.5
Cutoff,896069445,False,15.8,0,15.8,46.6,230.8
Nason's Trail,896069446,False,12.4,0,12.4,65.5,553.7
Loki,896069447,False,23.3,0,23.3,75.1,287.6
Wipeout,896069448,False,18.5,0,18.5,65.9,273.9
Canyon,896069449,False,14.8,0,14.8,73.7,466.0
Emmy,896069450,False,8.3,0,8.3,26.1,323.2
Huggy Bear Hollow,896069451,False,14.5,0,14.5,31.9,168.0
Interlochen Arts Ave,896069452,False,12.7,0,12.7,49.8,359.4
Last Call Glades,896069453,True,12.5,1,12.5,24.1,143.4
Galacier Valley Glades,896069454,True,14.2,1,14.2,15.2,173.4
Totem Park,896069455,True,9.5,0,9.5,12.7,134.4
 _4,1026564408,False,8.7,0,8.7,28.4,433.2
 _5,1026564409,False,0.8,0,0.8,0.6,24.6
Buckaroo,1026565331,False,24.8,0,24.8,86.9,322.8
Shelburg's Chute,1026565332,False,10.7,0,10.7,35.0,553.9
