name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Meadow,13777560,False,8.2,0,8.2,53.7,637.3
 _0,341337092,False,20.8,0,20.8,181.4,761.8
 _1,341337093,False,15.1,0,15.1,127.5,727.6
Backdoor,341337094,False,13.5,0,13.5,19.8,92.2
Bull,341337095,False,15.6,0,15.6,184.8,1195.0
Colt,341337096,False,14.3,0,14.3,181.1,1042.9
Fenceline,341337097,False,12.6,0,12.6,118.6,684.7
Instructor,341337098,False,16.9,0,16.9,248.2,1146.9
Magic Carpet,341337099,False,10.3,0,10.3,19.5,150.0
Meadow_2,341337100,False,10.8,0,10.8,38.1,378.1
Milk,341337101,False,15.9,0,15.9,225.5,1251.8
Stampede,341337102,False,17.3,0,17.3,216.6,925.1
Steer,341337103,False,15.2,0,15.2,166.3,816.0
