name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Sunset Terrain Park,141682847,False,25.0,0,25.0,185.4,744.8
Santa Fe,209977144,False,15.4,0,15.4,25.4,284.8
Lodge Run,330789103,False,15.4,0,15.4,131.3,873.4
 _0,330789104,False,10.9,0,10.9,12.3,78.8
 _1,330789105,False,10.5,0,10.5,12.6,160.4
Agassiz,330789106,False,23.4,0,23.4,96.4,365.1
Aspen Meadows,330789107,False,15.4,0,15.4,72.7,486.8
Aspen Meadows_2,330789108,False,12.5,0,12.5,72.8,504.5
Bambi,330789109,False,18.0,0,18.0,69.7,306.3
Blackjack,330789110,False,27.6,0,27.6,179.0,451.8
Boo Boo,330789111,False,10.1,0,10.1,80.8,793.7
Casino,330789112,False,30.5,0,30.5,275.1,594.5
Flat Iron,330789114,False,32.1,0,32.1,85.2,166.4
Hart Praire,330789115,False,12.4,0,12.4,129.1,775.9
Lava,330789117,False,23.2,0,23.2,55.8,179.4
Logjam,330789118,False,19.0,0,19.0,180.2,812.7
Lower Bowl,330789119,False,21.2,0,21.2,108.6,319.6
Lower Ridge,330789120,False,25.1,0,25.1,146.8,545.7
Meadows,330789121,False,22.8,0,22.8,91.1,378.6
Midway Catwalk,330789122,False,9.8,0,9.8,41.5,530.9
North Star,330789123,False,21.3,0,21.3,193.3,839.9
Phoenix,330789124,False,25.7,0,25.7,120.9,353.4
Rattlesnake,330789125,False,14.9,0,14.9,44.9,213.8
Ridgeway,330789126,False,12.2,0,12.2,37.5,283.1
Southern Belle,330789127,False,21.0,0,21.0,194.1,913.2
Spur Catwalk,330789128,False,21.6,0,21.6,134.7,643.7
Stump Patch,330789129,False,26.8,0,26.8,94.9,338.9
Sundance,330789130,False,22.4,0,22.4,124.3,392.5
Tiger,330789131,False,8.3,0,8.3,10.0,86.8
Tiger_3,330789132,False,29.7,0,29.7,158.1,401.9
Upper Ridge,330789133,False,24.2,0,24.2,239.9,748.9
Volcano,330789134,False,26.1,0,26.1,109.0,277.3
Volcano_4,330789135,False,26.4,0,26.4,99.5,226.8
White Lightning,330789136,False,32.9,0,32.9,183.6,338.2
Wild Turkey,330789137,False,12.8,0,12.8,151.3,811.4
Sawtooth,868878243,False,17.3,0,17.3,41.0,180.1
Route 66,868878245,False,22.6,0,22.6,236.4,927.8
Day Dreamer,868878246,False,13.0,0,13.0,70.4,370.1
 _5,868878247,False,9.6,0,9.6,8.3,71.7
Dutchman,868878248,False,21.0,0,21.0,93.5,358.3
Red Tail,868878249,False,16.5,0,16.5,133.0,613.9
Bear Alley,868878250,False,11.7,0,11.7,28.7,156.3
B-24,868878251,False,19.9,0,19.9,128.1,435.7
Pluto,868878252,False,21.1,1,21.1,81.1,283.7
Yogi Catwalk,868878253,False,12.8,0,12.8,75.7,730.8
