name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Shelter,268922137,False,11.9,0,11.9,52.6,383.8
Easy Street,268922138,False,12.3,0,12.3,60.8,486.8
Smiling Irishmen,761116244,False,22.2,0,22.2,41.9,216.4
North Peak Face,761116245,False,19.1,0,19.1,106.4,403.5
Bullet,761116246,False,26.3,0,26.3,104.0,472.8
Stagshead Bowl,761116247,False,22.2,0,22.2,90.2,425.5
Olympia,761116248,False,19.8,0,19.8,104.5,421.6
Liberty,761116249,False,21.0,0,21.0,55.0,260.0
Notch,761116250,False,16.4,0,16.4,26.3,108.1
Backcountry,761116251,False,26.4,0,26.4,85.4,531.5
Backcountry_0,761116252,False,11.5,0,11.5,66.6,910.7
Backcountry_1,761116253,False,26.7,0,26.7,64.6,446.7
Backcountry_2,761116254,False,17.1,0,17.1,64.3,447.1
Backcountry_3,761116255,False,26.4,0,26.4,33.0,150.2
