name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Collateral,342392206,False,28.7,0,28.7,230.3,584.0
Trail to Wardner Peak,386844745,False,15.8,0,15.8,63.6,655.2
Wardner Peak Traverse,386844937,False,20.2,0,20.2,55.0,568.9
The Meadows,386845935,False,34.6,0,34.6,367.8,732.6
Sliver basin,386846118,False,32.3,0,32.3,350.1,874.6
Shear Bilss,386846268,False,42.7,0,42.7,215.0,348.1
Route back to chair 4,386846331,False,43.5,0,43.5,139.8,922.7
Morning Star,386846761,False,30.4,0,30.4,110.8,238.6
Last Chance,386846781,False,32.4,0,32.4,141.0,360.2
Shaft,386846826,False,35.9,0,35.9,264.6,547.3
Jackass,386846894,False,32.3,0,32.3,166.7,332.8
Lower Ridge,386847013,False,32.7,0,32.7,233.5,495.5
Prospector,386847166,False,32.5,0,32.5,127.5,272.3
Moonshine,386847335,False,38.0,0,38.0,186.5,331.7
 _0,386847724,False,32.2,0,32.2,233.6,482.4
 _1,386847890,False,32.6,0,32.6,97.7,204.0
16-to-1,386848201,False,43.7,0,43.7,172.4,345.0
Sunset,386848266,False,39.9,0,39.9,194.9,423.6
Eureka,386848365,False,33.8,0,33.8,132.1,368.8
Corkscrew,386848393,False,33.9,0,33.9,89.7,233.9
Solitude,386848517,False,48.4,0,48.4,112.0,210.7
solitude,386848770,False,39.4,0,39.4,63.2,290.3
The North Face Glades,386848978,True,38.2,1,38.2,313.7,673.6
Rendezvous,386849179,False,32.4,0,32.4,275.6,589.1
Paymaster,386849480,False,35.3,0,35.3,399.3,884.2
Terrible Edith,386849896,False,37.5,0,37.5,402.1,1010.1
Steep &amp; Deep,386849981,False,36.3,0,36.3,147.1,432.8
Tall Paul,386850015,False,36.5,0,36.5,81.1,163.1
Lower Steep &amp; Deep,386850342,False,24.5,0,24.5,116.9,477.7
Sunrise,386850805,False,27.4,0,27.4,307.2,1810.3
Heavenly,386850928,False,27.6,0,27.6,60.4,182.8
Quicksliver,386851437,False,27.5,0,27.5,124.0,333.0
Alpineway,386851587,False,17.4,0,17.4,62.3,661.7
Lower Quicksilver,386851768,False,26.3,0,26.3,132.9,440.5
T2D2,386852002,False,23.8,0,23.8,119.8,451.4
Why Not,386852530,False,23.2,0,23.2,69.8,341.8
 _2,386853066,False,13.4,0,13.4,34.2,163.5
 _3,386853197,False,2.0,0,2.0,2.5,196.1
 _4,386853389,False,24.6,0,24.6,60.1,221.4
 _5,386853474,False,25.0,0,25.0,106.6,261.0
 _6,386853705,True,38.6,0,38.6,302.3,600.3
Noah's,845851285,False,15.2,0,15.2,59.1,355.5
Noah's_7,845851286,False,18.4,0,18.4,62.5,212.4
Easy Street,845851287,False,8.2,0,8.2,19.4,196.5
Claim Jumper,845851288,False,11.4,0,11.4,68.3,552.1
Ross Run,845851289,False,16.4,0,16.4,80.0,361.9
Dawdler,845851290,False,15.4,0,15.4,144.1,1463.4
Huckleberry,845851291,False,14.6,0,14.6,67.4,337.5
Bear Grass,845851292,False,20.7,0,20.7,51.9,217.0
Silber Belt,845851293,False,26.6,0,26.6,217.3,959.3
Alpineway_8,845851294,False,17.5,0,17.5,41.2,267.1
Gem,845851295,False,31.8,0,31.8,131.9,409.7
Happy Jack,845851296,False,33.4,0,33.4,127.6,274.2
Get There,845851297,False,36.4,0,36.4,111.7,226.3
