name,id
Little Bear Double,48779236
Little Bear,48779237
Utah Quad,48779240
Tower 3 Chute,48779241
Grizzly,48779242
Deer Run,48779243
Utah,48779244
T-Bar Lift,48779249
Lower Tuscarora,48779250
Lower Shamokin,48779251
Upper Tuscarora,48779254
Upper Shamokin,48779255
Lion's Way,449977277
,452951408
Winter's Way,539327786
Chicken Ridge,858967591
Doc White,884969882
Terrain Park,884971025
Terrain Park,884971026
Avalanche Canyon Tow,906936452
Grizzly Glades,906936453
