name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Bearclaw,48664536,False,23.1,0,23.1,389.3,1559.1
Top Gun,48664538,False,29.7,0,29.7,158.6,426.0
Bear Claw,48664541,False,15.4,0,15.4,43.3,224.1
Stampede,48664976,False,17.3,0,17.3,71.4,419.9
Montoya,48664977,False,17.3,0,17.3,34.3,151.1
Wedding Ring,48665008,False,30.1,0,30.1,59.4,117.5
Mandan,48838907,False,10.1,0,10.1,14.8,190.2
Amy's Ridge,48838909,False,23.6,0,23.6,57.3,183.1
Hawkeye,48838910,False,32.7,0,32.7,95.4,211.3
Quickdraw,48838911,False,29.2,0,29.2,58.7,150.3
Cassidy's Traverse,48838912,False,8.2,0,8.2,7.3,45.4
Bear Claw_0,48838913,False,24.0,0,24.0,97.8,349.0
Sunny Side Way,48838914,False,10.6,0,10.6,59.8,1072.7
Cassidy Traverse,48838917,False,8.7,0,8.7,28.1,344.9
 _1,86068662,False,11.9,0,11.9,23.4,196.0
Amy's Ridge_2,564846510,False,16.0,0,16.0,105.3,527.6
Flatnose,760087988,False,22.4,0,22.4,114.3,572.8
Outlaw,760087989,False,17.0,0,17.0,41.5,275.2
Stampede_3,760087990,False,14.2,0,14.2,16.9,74.6
Center Aisle,760087991,False,16.6,0,16.6,108.2,692.6
Ray's Run,760087992,False,19.6,0,19.6,24.7,89.7
Stampede_4,760087994,False,13.3,0,13.3,26.8,200.0
DiamondBack,769427715,False,11.2,0,11.2,19.9,368.5
Far East,769441045,False,28.4,0,28.4,264.1,987.4
Bishop's Bowl,769441046,False,28.9,0,28.9,200.6,406.5
Wild Flower,769441047,False,25.9,0,25.9,129.9,323.7
No Excuse,769441048,False,29.0,0,29.0,105.6,246.1
Snow Stake,769441049,False,35.0,0,35.0,81.7,171.4
Roundup,769441050,False,7.1,0,7.1,28.5,391.5
Hill's Headwall,769441051,False,30.6,0,30.6,117.8,540.0
Freddie's,769441052,False,34.3,0,34.3,74.7,167.7
Holman's Hollow,769441053,False,35.3,0,35.3,94.6,220.2
Roundup_5,769441054,False,20.7,0,20.7,40.8,147.5
 _6,769441055,False,30.0,0,30.0,209.9,567.3
Junior's,769441056,False,35.1,0,35.1,197.0,371.7
Amy's Ridge_7,769441057,False,7.7,0,7.7,6.9,121.3
Bishop's Cat Track,769441058,False,16.8,0,16.8,68.6,803.2
Grizzly Ridge,769441059,False,31.7,0,31.7,309.2,671.9
Long Hollow,769441060,False,18.3,0,18.3,106.8,698.1
Badlands,769441061,False,31.2,0,31.2,114.8,238.7
Badlands_8,769441062,False,28.7,0,28.7,68.0,138.8
Tombstone,769441063,False,33.4,0,33.4,136.0,279.7
Grizzly Bowl,769441064,False,36.8,0,36.8,322.0,627.4
Redfinger,769441065,False,38.2,0,38.2,330.1,748.1
Drop Out,769441066,False,34.1,0,34.1,146.7,258.2
Pipeline,769441067,False,29.5,0,29.5,284.6,1000.6
Vertigo,769441068,False,38.9,0,38.9,183.3,263.4
Wonderboy,769441069,False,43.6,0,43.6,176.9,237.3
Shauna's,769441070,False,30.1,0,30.1,132.7,271.8
Shauna's Secret,769441071,False,35.6,0,35.6,87.6,151.1
Jaime's,769441072,False,30.9,0,30.9,97.0,196.2
The Sting,769441073,False,36.9,0,36.9,129.4,208.5
Tango,769441074,False,38.6,0,38.6,144.1,216.5
Roundup_9,769441075,False,24.3,0,24.3,196.9,1624.5
Expedition,769441077,False,33.1,0,33.1,45.8,106.5
Boot Hill,769441078,False,27.9,0,27.9,47.3,138.4
Marmot Gulch,769441080,False,37.7,0,37.7,168.9,305.2
Broadway,769441082,False,13.9,0,13.9,80.3,547.9
Broadway_10,769441084,False,17.4,0,17.4,47.8,267.2
Outlaw_11,769441085,False,10.5,0,10.5,38.3,357.3
Maverick,769441086,False,15.5,0,15.5,26.1,139.0
Maverick_12,769441087,False,28.9,0,28.9,149.0,654.2
Rollers,769441088,False,17.7,0,17.7,78.3,474.1
 _13,769441090,False,19.9,0,19.9,41.6,226.2
Lone Pine,769441091,False,18.9,0,18.9,95.3,563.7
 _14,769460235,False,16.7,0,16.7,50.5,209.7
 _15,769460236,False,10.2,0,10.2,15.0,205.5
 _16,769460237,False,16.7,0,16.7,22.6,127.6
Lower Stampede,769460238,False,15.8,0,15.8,74.6,485.8
 _17,769462306,False,6.8,0,6.8,19.3,268.0
 _18,769462307,False,12.2,0,12.2,33.0,227.6
Beyond the Edge,769462308,False,42.4,0,42.4,110.5,189.5
Cotton Mouth,769462309,False,38.2,0,38.2,68.9,118.9
Montoya_19,769462310,False,23.9,0,23.9,79.4,309.2
Outlaw Trail,769462311,False,8.1,0,8.1,14.4,258.8
Terrain Park,769462312,False,16.9,0,16.9,62.3,236.4
Sunnyside Cat Track,769462313,False,14.7,0,14.7,97.2,1266.7
 _20,975780355,False,1.6,0,1.6,0.8,75.7
Panorama,1029881112,False,25.3,0,25.3,62.7,192.3
Last Chance,1039252467,False,22.9,0,22.9,63.3,181.3
Broadway_21,1039387945,False,32.6,0,32.6,45.9,391.7
Diamond Back,1039755365,False,19.5,0,19.5,84.5,463.6
DiamondBack_22,1039811251,False,12.4,0,12.4,39.5,264.0
Red's Summit Trail,1039811256,False,15.4,0,15.4,162.5,1339.5
 _23,1039814731,False,33.8,0,33.8,81.7,588.2
