name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
 _0,99606368,False,27.9,0,27.9,69.6,151.6
 _1,99606375,False,24.6,0,24.6,204.8,653.8
 _2,99606379,False,17.7,0,17.7,55.6,352.3
 _3,99606386,False,18.1,0,18.1,184.8,1470.3
 _4,99606392,False,11.1,0,11.1,72.2,584.4
 _5,99606422,False,20.1,0,20.1,484.7,3197.6
 _6,99606437,False,17.1,0,17.1,132.0,964.6
 _7,99606445,False,31.5,0,31.5,221.7,643.3
 _8,99610314,False,24.0,0,24.0,322.1,1361.9
 _9,99610316,False,24.3,0,24.3,90.9,336.9
 _10,99610319,False,30.6,0,30.6,219.2,516.2
 _11,99610321,False,9.8,0,9.8,37.7,458.4
 _12,99610324,False,33.4,0,33.4,246.2,937.4
 _13,99610329,False,8.1,0,8.1,8.0,91.1
 _14,99610652,False,37.3,0,37.3,222.0,543.3
 _15,99613009,False,40.6,0,40.6,157.1,286.5
 _16,99613010,False,41.5,0,41.5,87.9,129.9
 _17,99613011,False,37.7,0,37.7,87.2,148.4
 _18,99613013,False,39.7,0,39.7,85.8,147.8
 _19,99613015,False,32.1,0,32.1,77.4,153.8
 _20,99613018,False,27.2,0,27.2,137.9,351.7
 _21,99613019,False,13.2,0,13.2,22.5,131.5
 _22,99613021,False,31.7,0,31.7,181.8,360.0
 _23,99613023,False,34.7,0,34.7,200.1,404.9
 _24,99613024,False,37.0,0,37.0,86.2,127.2
 _25,99614774,False,11.0,0,11.0,40.5,237.8
 _26,99614781,False,14.4,0,14.4,177.9,955.0
 _27,99614792,False,25.8,0,25.8,265.0,823.5
 _28,99614797,False,23.4,0,23.4,80.1,263.3
 _29,99614806,False,21.8,0,21.8,252.5,1389.8
 _30,99614819,False,19.1,0,19.1,61.3,315.5
 _31,99614820,False,19.1,0,19.1,32.7,144.5
 _32,99614824,False,12.0,0,12.0,26.6,337.6
 _33,99614825,False,14.9,0,14.9,35.0,158.6
 _34,99620884,False,16.7,0,16.7,97.8,528.0
 _35,99620885,False,19.6,0,19.6,66.1,368.4
 _36,99620886,False,17.3,0,17.3,74.2,500.6
 _37,99620887,False,16.5,0,16.5,68.8,294.8
 _38,99620888,False,23.4,0,23.4,210.6,897.7
 _39,99620889,False,22.9,0,22.9,100.8,461.6
 _40,99624931,False,31.5,0,31.5,137.6,325.1
 _41,99624932,False,32.3,0,32.3,121.1,275.9
 _42,99624933,False,34.0,0,34.0,104.1,295.2
 _43,99624934,False,29.7,0,29.7,98.3,220.9
 _44,99624935,False,38.5,0,38.5,70.3,142.1
 _45,99624936,False,25.7,0,25.7,62.2,150.4
 _46,99624937,False,27.5,0,27.5,154.6,441.5
 _47,99624938,False,28.8,0,28.8,295.6,1108.3
 _48,99624939,False,30.2,0,30.2,230.3,614.9
 _49,99624940,False,29.3,0,29.3,138.0,336.1
 _50,99624941,False,16.4,0,16.4,108.7,586.9
 _51,99624942,False,28.2,0,28.2,143.6,420.2
 _52,99624943,False,26.0,0,26.0,156.8,459.5
 _53,99624944,False,24.7,0,24.7,293.6,849.7
 _54,99624945,False,26.8,0,26.8,95.3,240.4
 _55,99624946,False,24.4,0,24.4,171.3,695.2
 _56,99624947,False,12.8,0,12.8,116.7,770.5
 _57,99624948,False,23.9,0,23.9,162.8,555.0
 _58,99624949,False,16.2,0,16.2,75.2,329.8
 _59,99624950,False,10.9,0,10.9,18.2,170.4
