name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Brave,380746631,False,24.1,0,24.1,96.3,561.2
Desbah,380746633,False,18.4,0,18.4,132.1,862.0
First Tracks,380746635,False,23.7,0,23.7,138.8,590.4
Fremont,380746638,False,13.7,0,13.7,158.8,1119.5
Gold Gulch,380746641,False,14.5,0,14.5,105.2,700.0
Hard Times,380746643,False,23.4,0,23.4,228.4,1052.1
Heavenly Daze,380746645,False,16.0,0,16.0,106.7,587.4
Kodachrome,380746649,False,17.2,0,17.2,69.5,757.7
Maryland Parkway,380746650,False,9.2,0,9.2,80.9,629.8
Navajo Loop,380746653,False,7.5,0,7.5,33.2,496.6
Navajo,380746656,False,13.5,0,13.5,178.7,1282.5
Paradise,380746661,False,13.2,0,13.2,183.9,1382.9
Straight Up,380746670,False,22.3,0,22.3,182.3,773.6
The Strip,380746672,False,12.4,0,12.4,83.2,566.9
Wild Ride,380746676,False,30.2,0,30.2,211.3,1051.6
Yaz,380746680,False,20.3,0,20.3,65.2,300.0
Ute,776593043,False,22.1,0,22.1,172.2,914.8
Marmot,776593044,False,18.7,0,18.7,50.4,258.2
Apache Pitch,776593045,False,27.8,0,27.8,114.0,571.0
Kodachrome_1,776593046,False,18.7,0,18.7,103.7,647.4
Dineh,776593047,False,19.0,0,19.0,85.0,550.7
Shivwits,776593048,False,15.6,0,15.6,45.5,326.2
Sugarloaf,776593049,False,11.9,0,11.9,41.3,526.3
Paiute,776593050,False,19.2,0,19.2,97.3,488.3
Moon Boggle,776593051,False,16.5,0,16.5,90.0,376.1
Sun Dog,776593052,False,14.4,0,14.4,52.1,395.9
Ed's Shortcut,776593053,False,20.7,0,20.7,195.3,857.8
Aught,776593054,False,22.7,0,22.7,166.1,664.4
Alpen Way,776593055,False,13.7,0,13.7,113.4,1350.6
Chantrelle,776593056,False,23.5,0,23.5,126.9,484.4
Blackfoot Express,776593057,False,8.5,0,8.5,49.5,549.4
Overtime,776593058,False,23.5,0,23.5,137.5,707.3
Bear Paw Pitch,776593059,False,27.6,0,27.6,98.8,444.0
Giant Steps,776593060,False,28.6,0,28.6,165.0,709.5
Giant Steps_2,776593061,False,27.8,0,27.8,181.3,714.5
Sunburst,776593062,False,20.8,0,20.8,170.5,680.3
Bear Paw,776593063,False,19.9,0,19.9,102.7,467.6
Arb's,776593064,False,24.6,0,24.6,118.2,506.6
Hunter's Run,776593065,False,16.8,0,16.8,122.8,725.4
Double Aught,776593066,False,27.7,0,27.7,98.2,534.0
Pillows,776593067,False,28.1,0,28.1,155.6,755.6
Georg's Rock Run,776593068,False,27.6,0,27.6,62.0,249.6
Day Break,776593069,False,23.3,0,23.3,163.4,778.1
Last Chance,776593070,False,20.4,0,20.4,167.5,943.4
The Plunge,776593071,False,26.3,0,26.3,158.1,742.5
The Tube,776593072,False,23.2,0,23.2,53.3,156.2
The Wave,776593073,False,25.4,0,25.4,47.3,165.0
Love It,776593074,False,22.2,0,22.2,70.1,286.1
All Day,776593075,False,21.0,0,21.0,71.5,304.2
Lookout,776593076,False,27.3,0,27.3,76.4,256.3
Outskirks,776593077,False,20.9,0,20.9,144.4,1192.2
Lobo Valley,776593078,False,17.3,0,17.3,46.1,285.9
Bristlecone Bowl,776593079,False,9.1,0,9.1,11.4,275.3
Engens,776593080,False,29.3,0,29.3,224.1,908.1
Race Course,776593081,False,19.8,0,19.8,92.7,442.1
Powder Run,776593082,False,28.7,0,28.7,123.4,444.1
