name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
 _0,353285460,False,23.5,0,23.5,178.1,730.4
 _1,353285461,False,21.4,0,21.4,132.9,756.9
 _2,353285462,False,25.8,0,25.8,189.0,1220.6
 _3,353285463,False,11.9,0,11.9,44.8,333.9
Boomerang,353285464,False,17.3,0,17.3,133.2,554.5
Chainsaw,353285465,False,28.4,0,28.4,51.1,160.5
Dickies Delight,353285466,False,17.6,0,17.6,40.6,169.0
Lost Trail,353285467,False,31.1,0,31.1,71.9,154.2
Pattee,353285468,False,28.7,0,28.7,90.7,245.0
Road to...,353285469,False,11.0,0,11.0,19.2,227.5
Sully's,353285470,False,24.5,0,24.5,62.3,203.9
Wild Turkey,353285471,False,25.4,0,25.4,116.7,403.6
