name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Juggler Joe,1016595884,False,14.7,0,14.7,129.4,782.4
Double Jaw,1016595885,False,14.3,0,14.3,118.3,677.6
Sour Dough Sam,1016595886,False,10.6,0,10.6,25.4,222.5
Powder Monkey,1016654702,False,11.4,0,11.4,39.3,309.5
Four Pipe,1016654703,False,14.5,0,14.5,145.3,824.3
Scissor Bill,1016654704,False,15.0,0,15.0,113.1,626.4
Bindle Stiff,1016654705,False,16.6,0,16.6,106.7,513.0
Log Roller,1016654706,False,12.6,0,12.6,19.8,158.1
Skyhooker,1016885248,False,16.5,0,16.5,97.2,447.8
Prospector,1016885249,False,8.1,0,8.1,12.3,111.0
Downhill Musher,1016885250,False,6.5,0,6.5,20.8,309.8
Summit Chute,1016885251,False,17.3,0,17.3,20.2,83.1
Flume,1016885252,False,15.0,0,15.0,11.2,47.3
Bull Wacker,1016885253,False,20.9,0,20.9,123.7,539.4
Gandy Dancer,1016885254,False,18.3,0,18.3,129.6,525.9
Bear Claw,1016885255,False,18.8,0,18.8,124.9,520.3
Cinder Snapper,1016885256,False,17.2,0,17.2,119.3,567.9
Big Air,1016885257,False,17.7,0,17.7,43.5,209.3
Spirit Park,1016885258,False,20.6,0,20.6,109.3,603.7
Lone Oak Rope Park,1016885259,False,10.2,0,10.2,26.9,222.6
 _1,1040615400,False,7.9,0,7.9,6.6,48.9
Timber Cruiser,1040615401,False,15.5,0,15.5,101.3,640.1
