name,id
West Double,242370234
East Double,242370236
Trail 1,361566420
Carpet Slope,361566421
Trail 2,361566422
Trail 3,361566423
The Bowl,361566424
Trail .5,361566425
Lower Crossover,361566802
Liftline Trail,361566804
Tubing Carpet,361567289
250' Carpet,361567290
170' Carpet,361567291
Upper Crossover,1002164951
