name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Stateline,181663860,False,18.3,0,18.3,58.7,334.3
Shenanigan,181663861,False,19.5,0,19.5,57.7,332.5
Lower Cat Trail,798496302,False,7.0,0,7.0,12.6,262.6
Meadows,798496303,False,12.0,0,12.0,56.4,451.5
Sunnyside,798496304,False,13.8,0,13.8,45.6,297.0
Paradise,798496305,False,13.5,0,13.5,44.9,294.0
Broadway,798496306,False,12.9,0,12.9,41.0,286.5
Upper Cat Trail,798496307,False,12.4,0,12.4,10.3,145.3
Upper Cat Trail_0,798496308,False,5.3,0,5.3,2.8,66.1
Walter's Folly,798496309,False,17.9,0,17.9,50.6,292.0
Exhibition,798496310,False,17.8,0,17.8,52.1,204.0
Superior,798496311,False,18.8,0,18.8,54.0,205.0
Sundance,798496312,False,21.5,0,21.5,54.1,236.7
Sidewinder,798496313,False,18.4,0,18.4,52.5,238.3
Competition,798496314,False,19.8,0,19.8,46.3,182.3
Snowbowl,798496315,False,15.7,0,15.7,42.5,208.0
Ridge Run,798496316,False,14.8,0,14.8,41.8,270.6
Inspiration,798496317,False,13.9,0,13.9,42.0,281.4
The Rope,798496320,False,10.5,0,10.5,18.2,133.6
The Gully,798496321,False,11.6,0,11.6,30.1,236.7
Turtle,798496322,False,3.1,0,3.1,3.3,65.2
Turtle_3,798496323,False,3.4,0,3.4,3.4,65.2
Bunny East,798496325,False,5.4,0,5.4,4.8,84.8
Bunny West,798496326,False,4.8,0,4.8,4.8,83.6
