name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Northern Route,503901862,False,11.6,0,11.6,83.1,984.5
Upper Easy Rider,503901864,False,9.8,0,9.8,28.1,255.0
Lower Easy Rider,503901865,False,12.1,0,12.1,31.1,227.4
Broadway,503901866,False,17.8,0,17.8,46.9,253.5
Uppser Sunshine,503901867,False,12.8,0,12.8,40.8,230.7
Quarter Rabbit,503901868,False,11.3,0,11.3,38.4,354.9
Lower Sunshine,503901869,False,16.0,0,16.0,41.5,286.6
Eago Alley,503901870,False,20.2,0,20.2,81.9,375.2
South Wild,503901871,False,20.8,0,20.8,81.7,373.2
North Wild,503901872,False,22.0,0,22.0,82.1,426.0
You Asked For It,503901873,False,21.8,0,21.8,26.3,101.0
Moonshine,503901874,False,15.5,0,15.5,80.0,468.3
Bear,503901875,False,24.5,0,24.5,81.3,425.2
The Wall,503901876,False,27.2,0,27.2,53.3,236.2
Bunny Hill,504490735,False,4.1,0,4.1,2.5,22.7
Dandy,504490736,False,10.4,0,10.4,13.9,87.4
Front Stage,504490738,False,10.8,0,10.8,14.8,98.4
Express Way,504491068,False,19.1,0,19.1,53.7,281.5
Comp,504491069,False,26.2,0,26.2,59.2,285.1
Back Stage,504491071,False,5.6,0,5.6,7.6,188.6
Main Stage,504491072,False,21.3,0,21.3,40.7,202.6
