name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Boundary Road,227021858,False,21.1,0,21.1,117.0,493.4
Boundary Road_1,227021859,False,12.4,0,12.4,196.9,1628.6
 _2,352695309,False,8.1,0,8.1,12.5,196.1
Aspen Alley,352695310,False,28.9,0,28.9,136.8,324.8
Back Side of the Moon,352695311,False,26.8,0,26.8,90.5,223.9
Big Red,352695312,False,29.7,0,29.7,307.4,707.4
Boulevard,352695313,False,19.4,0,19.4,52.7,281.2
Cabinet Avenue,352695314,False,18.4,0,18.4,96.9,370.7
Chan's Run,352695315,False,30.2,0,30.2,247.5,543.6
Cut Off,352695316,False,12.9,0,12.9,38.8,250.7
Elk Basin,352695317,False,31.2,0,31.2,272.5,727.5
Far North,352695318,False,32.7,0,32.7,227.2,536.1
Far Pig Chute,352695319,False,25.0,0,25.0,118.4,359.3
Hole's Hell,352695320,False,30.3,0,30.3,167.2,533.1
Jeep Road,352695321,False,23.7,0,23.7,309.6,2217.1
Lower Mambo,352695322,False,26.9,0,26.9,198.6,502.4
Main,352695323,False,30.0,0,30.0,381.9,966.4
Mo-Z-Down,352695324,False,27.7,0,27.7,229.7,702.1
Near South,352695325,False,26.6,0,26.6,180.7,429.8
No Brake Jake,352695326,False,28.6,0,28.6,131.9,299.2
Pig Chute,352695327,False,29.5,0,29.5,219.0,514.1
Pneumonia Ridge,352695328,False,24.6,0,24.6,353.4,1210.3
Powder Mills,352695329,False,31.7,0,31.7,196.8,445.2
Power Dive,352695330,False,29.7,0,29.7,72.8,174.6
Seventh Heaven,352695331,False,22.6,0,22.6,80.3,228.7
Sundance Bowl,352695332,False,29.0,0,29.0,241.3,548.1
Upper Mambo,352695333,False,29.1,0,29.1,205.1,442.4
 _3,1029902214,False,15.6,0,15.6,14.4,81.3
 _4,1029902215,False,17.1,0,17.1,13.0,144.5
 _5,1029902216,False,22.0,0,22.0,22.6,154.2
