name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Yarrow,656392575,False,14.2,0,14.2,47.3,313.8
Old Man's Beard,656392576,False,14.7,0,14.7,47.7,325.5
Tubing Runs,656392578,False,8.2,0,8.2,14.4,161.0
Appleton Meadows,656392579,False,12.4,0,12.4,47.0,344.4
Chicory,656392580,False,16.9,0,16.9,33.3,148.8
Lion's Tooth,656392581,False,12.9,0,12.9,31.1,199.0
Prairie Smoke,656392582,False,18.7,0,18.7,99.1,449.5
Spiderwort,656392583,False,16.4,0,16.4,77.6,365.0
Oxeye,656392584,False,20.4,0,20.4,67.8,347.0
Wild Columbine,656392585,False,17.3,0,17.3,27.9,178.5
Dragon's Mouth Terrain Park,656392586,False,20.0,0,20.0,40.1,200.3
