name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
 _0,442940088,False,12.3,0,12.3,27.8,156.3
Rattlesnake Terrain Park,442940090,False,18.3,0,18.3,68.7,335.3
Flatlands,442940094,False,9.7,0,9.7,17.7,157.1
Gunslinger Progression Park,442940095,False,11.2,0,11.2,14.7,89.5
Holiday Bowl,442940096,False,20.2,0,20.2,14.9,81.8
Holiday Bowl_1,442940097,False,19.6,0,19.6,23.8,86.0
Holiday Bowl_2,442940098,False,18.2,0,18.2,37.8,179.9
Jayme's Way,442940099,False,10.2,0,10.2,15.9,127.1
Lower Sixshooter,442940101,False,9.8,0,9.8,22.4,157.9
Oregon Trail,442940102,False,3.3,0,3.3,6.4,216.9
Rainbow Ridge,442940104,False,4.3,0,4.3,2.7,57.7
Rainbow Ridge_3,442940105,False,4.0,0,4.0,2.9,55.1
Santa Fe Trail,442940107,False,15.0,0,15.0,24.3,143.2
Upper Sixshooter,442940111,False,19.8,0,19.8,45.9,168.8
Wagon Wheel,442940113,False,17.1,0,17.1,11.8,44.3
Wild Turkey,442940114,False,8.5,0,8.5,6.0,65.3
Wild Turkey_4,442940116,False,21.0,0,21.0,41.2,157.9
Tube Run,828921879,False,12.2,0,12.2,23.7,199.1
Tube Run_5,828921880,False,12.3,0,12.3,24.0,199.1
Tube Run_6,828921881,False,12.6,0,12.6,24.1,199.1
