name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Sunrise Bowl,93358281,False,12.1,0,12.1,47.0,388.2
Crosstrail Right,93358295,False,13.9,0,13.9,34.8,177.9
Chicken,93358296,False,27.0,0,27.0,81.3,310.6
Sweeny,93358302,False,21.1,0,21.1,49.3,347.6
Leapin' Liz,93358304,False,14.4,0,14.4,53.9,404.0
Dan's Dive,93358305,False,18.8,0,18.8,85.8,393.7
Heidi's Hollow,93358309,False,8.6,0,8.6,19.9,186.6
Bakkelyka,93358320,False,23.0,0,23.0,92.9,411.7
Anna's Alley,93358321,False,11.0,0,11.0,34.7,263.3
Mary Jane,93358322,False,14.9,0,14.9,51.2,339.8
Coulee,93358323,False,11.4,0,11.4,53.9,404.6
Nanny's Knob,93358324,False,13.8,0,13.8,34.7,186.7
Pete's Pike,93358326,False,23.4,0,23.4,74.2,281.9
Ski Bob,93358328,False,16.0,0,16.0,53.4,321.8
Dud's Dream,93358329,False,19.3,0,19.3,79.2,407.9
Harley's East,93358330,False,14.2,0,14.2,70.2,386.5
Lookout,93358333,False,21.8,0,21.8,69.8,256.6
Paula's Party,235958907,False,13.6,0,13.6,53.0,521.3
Dike Run,235958908,False,14.6,0,14.6,36.1,168.0
Four Score,235958909,False,23.0,0,23.0,58.6,223.8
And Seven,235958910,False,19.3,0,19.3,65.6,365.8
Rachel's Run,235958911,False,12.6,0,12.6,32.6,193.5
Triple R,235958912,False,16.5,0,16.5,32.9,186.1
Lauren's Ledge,235958913,False,26.8,0,26.8,54.3,209.1
Adam's Abyss,235958914,False,26.5,0,26.5,70.6,314.2
Belle Creek Ridge,235958915,False,12.9,0,12.9,55.3,431.8
Great Scott,235958916,False,15.9,0,15.9,38.7,276.8
 _0,235958917,False,21.5,0,21.5,43.6,228.5
Cedar Fork,235958918,False,14.1,0,14.1,28.0,195.0
Fowl Play,889409502,False,15.5,0,15.5,35.4,217.1
Long Way Home,889409503,False,12.1,0,12.1,27.0,173.8
Paul's Trail,889409504,False,7.6,0,7.6,20.0,268.0
Lift Face,889409505,False,21.3,0,21.3,27.6,106.2
Mt Buckley,889409506,False,7.0,0,7.0,16.9,152.2
 _3,889409507,False,18.2,0,18.2,20.7,170.3
Nicola's Nook,889418276,False,14.2,0,14.2,21.8,111.2
Wild Finale,889418277,False,22.3,0,22.3,91.5,348.6
Crosstrail Right_4,889418278,False,11.8,0,11.8,16.6,89.0
Twister,889418279,False,22.1,0,22.1,56.8,194.4
Crosstrail Left,889418280,False,13.7,0,13.7,21.7,101.1
Harley's Hollow,889421046,False,9.7,0,9.7,22.5,170.6
Dreamcatcher,889421047,False,11.4,0,11.4,21.7,153.2
Dreamcrossing,889421048,False,21.5,0,21.5,72.6,341.1
 _5,889421049,False,2.9,0,2.9,2.5,48.2
North Cut,889421050,False,18.2,0,18.2,17.3,79.8
Martha's Vineyard,889421051,False,10.1,0,10.1,24.6,232.7
Sunrise Bowl_6,889421052,False,15.3,0,15.3,42.3,383.1
Allie's Alley,889422954,False,6.6,0,6.6,21.0,240.5
The Great Gorge,889422955,False,9.4,0,9.4,18.2,230.4
Carter's Cliff,889424594,False,24.8,0,24.8,41.9,129.1
Mason's Basin,889424595,False,18.9,0,18.9,38.3,203.9
Camryn's Cove,889424596,False,18.0,0,18.0,30.8,196.7
Tyler's Turn,889424597,False,14.7,0,14.7,34.9,182.2
Lucas' Loop,889424598,False,13.5,0,13.5,37.0,186.1
