name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Bear Claw,377057494,False,24.7,0,24.7,286.5,919.0
Bill's Run,377057495,False,20.5,0,20.5,345.5,1402.5
Boardwalk,377057496,False,10.2,0,10.2,76.4,944.9
Bottom's Up,377057497,False,12.5,0,12.5,44.3,283.5
Bronco,377057498,False,15.2,0,15.2,69.4,372.9
Cannonball,377057499,False,32.1,0,32.1,321.8,959.6
Cow Camp,377057500,False,31.3,0,31.3,203.5,848.9
Diversion,377057501,False,19.5,0,19.5,52.2,230.8
Dude,377057502,False,15.9,0,15.9,83.1,461.1
E-Z,377057503,False,9.8,0,9.8,61.3,473.6
Equalizer,377057504,False,26.6,0,26.6,146.5,558.2
Greenhorn,377057505,False,17.6,0,17.6,110.6,700.5
Harold's Way,377057506,False,26.2,0,26.2,47.3,120.0
Hooker,377057507,False,27.4,0,27.4,281.8,960.9
Hooligan,377057508,False,32.8,0,32.8,216.9,795.0
Lower Dude,377057509,False,10.4,0,10.4,52.6,438.5
Lower Equalizer,377057510,False,20.6,0,20.6,278.6,1154.9
Lower Maverick,377057511,False,16.5,0,16.5,175.0,905.7
Lower Snowcloud,377057512,False,16.5,0,16.5,118.2,698.6
Lower Thunderbird Glade,377057513,False,25.9,1,25.9,221.1,727.9
Mad Dog Glade,377057514,False,31.4,1,31.4,173.5,486.4
Maverick,377057515,False,21.1,0,21.1,274.9,1700.7
Mudslide,377057516,False,30.3,1,30.3,142.7,389.0
Peacemaker,377057517,False,19.5,0,19.5,175.9,869.4
Powderkeg,377057518,False,29.3,0,29.3,315.5,982.8
Quick Draw,377057519,False,24.0,0,24.0,63.9,161.3
Racer's Edge,377057520,False,26.5,0,26.5,156.1,361.8
Racer's Glade,377057521,False,26.9,1,26.9,104.9,229.7
Red Eye,377057522,False,23.5,0,23.5,493.9,2214.8
Showdown,377057523,False,28.1,0,28.1,303.8,1008.8
Snowcloud,377057524,False,19.6,0,19.6,170.3,921.3
Stagecoach,377057529,False,21.5,0,21.5,315.5,2638.5
Sven's Bend,377057531,False,25.2,1,25.2,158.4,574.5
Sweet Misery,377057532,False,29.0,1,29.0,504.0,2048.7
Tenderfoot,377057533,False,24.9,0,24.9,434.8,2597.3
Thunder Mountain Glade,377057534,False,29.0,1,29.0,212.1,603.7
Upper Thunderbird Glade,377057535,False,22.6,1,22.6,175.0,672.0
Whistle Pig,377057536,False,20.2,0,20.2,137.3,710.1
Wonderbump,377057537,False,27.7,0,27.7,401.0,1346.2
Yoo Hoo,377057538,False,27.5,1,27.5,259.0,753.9
