name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Allen's Alley,923545036,False,17.4,0,17.4,34.3,166.6
Piker's Peak,923545037,False,17.5,0,17.5,41.0,282.3
May's Way,923545038,False,12.4,0,12.4,22.2,150.4
Slingshot,923545039,False,16.3,0,16.3,22.0,102.0
Cross Over Road,923545040,False,13.5,0,13.5,16.8,178.9
Sunshine,923545041,False,15.0,0,15.0,85.1,476.8
Cowlick,923545042,False,24.4,0,24.4,78.8,272.0
West Boundary Road,923545043,False,12.7,0,12.7,39.7,331.6
The Gut,923545044,False,13.7,0,13.7,82.5,516.0
Roller Coaster,923545045,False,15.1,0,15.1,34.3,161.8
Spring,923545046,False,25.5,0,25.5,93.6,325.1
Bunny Hill,923545047,False,12.8,0,12.8,22.6,141.9
Face,923545048,False,29.2,0,29.2,80.1,206.6
Powder Puff,923545049,False,26.7,0,26.7,61.9,149.1
Granny's Knob,923545050,False,20.3,0,20.3,37.6,142.9
Bonsai,923545051,False,23.8,0,23.8,96.8,328.6
Clidd's Trail,923545052,False,16.0,0,16.0,67.4,283.3
Easy Out,923545053,False,23.7,0,23.7,133.9,695.7
