name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Lower Hall's Alley,96518782,False,20.7,0,20.7,119.6,473.8
Upper Hall's Alley,96518783,False,24.5,0,24.5,109.7,352.6
Little Mo,96518785,False,20.7,0,20.7,247.3,1094.7
Skywalker,96518786,False,10.8,0,10.8,66.2,838.5
Doc's Run,96518787,False,21.7,0,21.7,127.3,513.9
Dire Straits,96659858,False,32.5,0,32.5,100.7,251.7
Little Jo,96659859,False,16.6,0,16.6,73.6,331.3
Tele Alley,96659860,False,25.6,0,25.6,99.5,306.5
Sleepy Hollow,96659861,False,11.0,0,11.0,22.8,175.4
Sheer-Rocko,96659862,False,31.7,0,31.7,177.5,445.5
 _0,96659863,False,16.5,0,16.5,150.8,1414.0
Sidewinder,96659864,False,18.6,0,18.6,95.2,529.0
Ticaboo,96659866,False,25.5,0,25.5,161.3,655.3
Zipper,96659867,False,31.2,0,31.2,164.6,485.2
Lower No Name,96659868,False,19.9,0,19.9,172.7,636.1
Freeway,96659869,False,7.0,0,7.0,7.2,94.6
Liberty,96659870,False,16.6,0,16.6,63.4,266.5
Picante,96659871,False,22.6,0,22.6,86.8,278.3
KC Cutoff,96659872,False,11.8,0,11.8,34.5,239.9
Romp,96659874,False,26.2,0,26.2,92.7,353.7
Romp_1,96659875,False,13.0,0,13.0,10.8,49.2
Snowflake,96659876,False,14.6,0,14.6,22.0,142.2
Snowburn,96659877,False,22.5,0,22.5,162.0,880.7
 _2,96659878,False,9.4,0,9.4,29.4,535.8
Lobo,96659879,False,31.2,0,31.2,72.9,140.2
Glade,96659880,False,12.1,1,12.1,52.5,326.3
Curecanti,96659881,False,28.5,0,28.5,74.5,328.3
Drifter,96659882,False,18.8,0,18.8,62.6,243.3
Dire Straits_3,96659883,False,12.8,0,12.8,15.1,99.0
Kanonen,96659884,False,32.8,0,32.8,175.0,402.6
Tenderfoot,96659885,False,14.3,0,14.3,54.5,287.4
Outback,96659886,False,24.4,0,24.4,116.6,472.0
Short-N-Sweet,96659887,False,25.2,0,25.2,94.6,317.8
 _4,96659888,False,12.7,0,12.7,55.2,327.5
Lower Tango,96659889,False,13.5,0,13.5,75.5,559.2
High Anxiety,96659890,False,32.4,0,32.4,156.6,377.7
Sleepy Hollow_5,96659891,False,15.6,0,15.6,122.8,861.4
Rookie,96659892,False,12.3,0,12.3,26.8,146.4
Gunbarrel,96659893,False,30.8,0,30.8,116.5,547.5
Shagnasty,96659894,False,25.6,0,25.6,173.3,703.4
 _6,96659895,False,27.9,0,27.9,103.5,274.2
Quick Draw,96659896,False,16.9,0,16.9,34.5,144.8
Bs Bash,96659897,False,26.3,0,26.3,164.5,490.6
Examiner,96659898,False,25.7,0,25.7,127.8,343.6
Roundabout,96659899,False,20.6,0,20.6,129.6,1088.8
Mirage,96659900,False,32.5,0,32.5,221.6,773.2
Upper No Name,96659901,False,32.1,0,32.1,124.1,288.0
Ajax,96659902,False,29.4,0,29.4,118.4,301.1
Short Circuit,96659903,False,26.8,0,26.8,93.8,323.7
J.R.'s,96659904,False,34.5,0,34.5,150.7,397.5
Freeway_7,96659905,False,16.0,0,16.0,111.9,547.0
Christmas Tree,96659906,False,26.3,0,26.3,134.1,459.0
Ramble On,96659907,False,18.3,0,18.3,232.3,1181.8
Cleanzer,96659908,False,30.6,0,30.6,165.1,396.0
Turbo,96659909,False,26.6,0,26.6,118.0,363.2
North Forty,96659910,False,18.3,0,18.3,76.8,307.7
Tango,96659911,False,26.1,0,26.1,175.8,509.3
Great Divide,96659913,False,15.5,0,15.5,70.8,435.1
Beeline,96659914,False,16.9,0,16.9,37.5,143.4
Toddler,96659915,False,22.4,0,22.4,75.4,220.2
Elation Ridge,97020113,True,39.8,1,39.8,178.1,432.5
Lodgeview,97020114,True,33.5,1,33.5,171.1,372.9
Mirkwood Trees,97020115,True,34.8,1,34.8,139.9,268.6
Orcs,97020116,True,32.7,1,32.7,151.8,418.2
Geno's Meadow,97020117,True,17.1,1,17.1,105.1,394.4
Mirkwood Bowl,97020118,True,37.3,0,37.3,131.3,232.8
East Trees,97020119,True,43.7,1,43.7,161.6,490.7
Staircase,97020121,True,40.1,1,40.1,129.7,356.8
Southbound,97020122,True,25.6,1,25.6,176.0,532.8
 _8,129594000,False,12.4,0,12.4,64.6,667.0
Roundabout_9,129594001,False,6.4,0,6.4,8.4,77.5
Butterfly,543026544,False,12.4,0,12.4,18.5,130.9
