name,id,is_area,difficulty,difficulty_modifier,steepest_pitch,vert,length
Upper Traverse,769385584,False,11.2,0,11.2,35.5,240.1
 _0,769385585,False,23.4,0,23.4,41.1,142.4
Ripper,769385586,False,26.5,0,26.5,237.3,622.0
Widow Maker,769385587,False,31.2,0,31.2,286.1,725.6
Granite Gateway,769385588,False,18.7,0,18.7,114.4,883.9
Sleepy Hollow,769385589,False,27.2,0,27.2,316.2,852.1
Rock'N Roll,769385590,False,27.4,0,27.4,250.5,722.6
 _1,769385591,False,12.9,0,12.9,49.0,391.7
Thin Air,769385592,False,23.9,0,23.9,248.4,918.7
Upper Traverse_2,769385593,False,14.4,0,14.4,76.3,583.0
Enchanted Forest,769385594,False,19.1,0,19.1,68.1,226.8
Showtime,769385595,False,31.6,0,31.6,211.9,519.5
Ridge,769385597,False,20.1,0,20.1,288.0,1197.0
Upper Belly,769385598,False,27.9,0,27.9,130.7,330.8
Lower Belly,769385599,False,27.4,0,27.4,150.0,515.7
Midway Traverse,769385600,False,16.6,0,16.6,60.0,735.6
T. Lee,769385601,False,20.6,0,20.6,98.3,372.9
Remely,769385602,False,20.3,0,20.3,118.0,473.6
Chutes,769385603,False,25.8,0,25.8,40.8,121.7
Field of Dreams,769385604,False,20.9,0,20.9,91.8,344.6
Rule,769385605,False,18.5,0,18.5,111.2,494.0
Lighting Ridge Road,769385606,False,11.7,0,11.7,135.9,1175.0
Toll Road,769385607,False,23.6,0,23.6,115.0,1041.2
Discovery Area,769385608,False,14.9,0,14.9,32.1,224.5
