trail_id,for_display,lat,lon,elevation,slope,index
442940097,True,39.46418200,-94.96858280,307.84,-18.05,10
442940098,True,39.46418200,-94.96858280,307.84,0.00,0
442940098,True,39.46428578,-94.96859601,303.85,-18.99,1
442940098,True,39.46438955,-94.96860922,300.51,-16.07,2
442940098,True,39.46449332,-94.96862244,297.63,-13.95,3
442940098,True,39.46459710,-94.96863565,295.03,-12.64,4
442940098,True,39.46470087,-94.96864886,292.24,-13.53,5
442940098,True,39.46480465,-94.96866207,290.40,-9.02,6
442940098,True,39.46490842,-94.96867529,289.17,-6.06,7
442940098,True,39.46501220,-94.96868850,287.33,-9.02,8
442940098,True,39.46507961,-94.96872124,285.13,-15.37,9
442940098,True,39.46514702,-94.96875397,282.12,-20.61,10
442940098,True,39.46521444,-94.96878671,279.44,-18.51,11
442940098,True,39.46528185,-94.96881945,277.41,-14.23,12
442940098,True,39.46534926,-94.96885219,275.85,-11.03,13
442940098,True,39.46541668,-94.96888492,274.60,-8.87,14
442940098,True,39.46548409,-94.96891766,273.76,-5.99,15
442940098,True,39.46555150,-94.96895040,272.95,-5.78,16
442940098,True,39.46564375,-94.96901245,271.75,-5.93,17
442940098,True,39.46573600,-94.96907450,270.09,-8.17,18
442940099,True,39.46573600,-94.96907450,270.09,0.00,0
442940099,True,39.46580440,-94.96912220,268.99,-7.26,1
442940099,True,39.46587280,-94.96916990,268.05,-6.21,2
442940099,True,39.46591930,-94.96928480,267.57,-2.47,3
442940099,True,39.46598770,-94.96933610,266.94,-4.10,4
442940099,True,39.46605960,-94.96942695,265.75,-6.08,5
442940099,True,39.46613150,-94.96951780,263.37,-12.03,6
442940099,True,39.46620340,-94.96960865,261.51,-9.46,7
442940099,True,39.46627530,-94.96969950,260.18,-6.79,8
442940099,True,39.46636842,-94.96975235,257.89,-11.45,9
442940099,True,39.46646155,-94.96980520,255.44,-12.23,10
442940099,True,39.46655467,-94.96985805,254.42,-5.16,11
442940099,True,39.46664780,-94.96991090,254.14,-1.42,12
442940101,True,39.46534410,-94.97022990,275.68,0.00,0
442940101,True,39.46543144,-94.97025021,273.65,-11.63,1
442940101,True,39.46551878,-94.97027051,271.96,-9.72,2
442940101,True,39.46560611,-94.97029082,270.60,-7.85,3
442940101,True,39.46569345,-94.97031112,268.97,-9.38,4
442940101,True,39.46578079,-94.97033143,266.84,-12.18,5
