name,id
D Double,246011919
B Quad,246011921
G Double,246011922
C High Speed Quad,246011923
E Double,246011925
F Double,246011926
Skiwee,256657079
H Carpet,256657080
I Carpet,256657081
Learning Center,393242297
Little Chief,393242298
Freestyle Terrain Park,393242299
Bennekill,393242300
Kittatinny,393242301
Lower Bushkill,393242302
Renegade,393242303
Lookout,393242304
Blue Mountain,393242305
Upper Pennsylvannia,393242306
Upper Tomahawk,393242307
Upper Arrowhead,393242308
Upper Delaware,393242309
Country Club,393242310
Freestyle Terrain Park,393242311
Lower Delaware,393242312
Lower Arrowhead,393242313
Lower Tomahawk,393242314
Tecumesh,393242315
Chief Thunder Cloud,393242316
Lower Pennsylvannia,393242317
Lenape,393242318
Minisink,393242319
Meadows,393242320
Indian Queen,393242321
Pocahontas,393242322
Greenhouse Slope,393242323
