name,id
Easy Way,96606623
D-Lift II,96606624
Counterpoint,96606630
D-Lift I,96606631
East Mountain I,96606632
Blaze,96606634
,96606635
East Mountain II,96606638
Snow Ridge,96606639
Abstract,96606641
Frosty,390159178
Snowmonster Alley,390159179
Powder Puff,390159180
Snowflake,390159181
Ski School Slope,390159182
Ridge Run,390159183
Easy Rider,390159184
Jane's Lane,390159185
Lehigh,390160773
One Park,390160774
Exhibition,390160775
Dematte's Demise,390160776
T-Bolt Blade,390160777
The Challenge,390160778
Thunderbolt,390160779
Sno Chute,390160780
River Shot,390160781
Floyd's Folly,390160782
Telstar,390160783
Solitude,390160784
Lightning,390160785
Snowtubing,390160799
