,coordinates,elevation
0,"(44.1579921, -71.6978855)",1219.8880615234375
1,"(44.15806575, -71.69791942500001)",1218.2686767578125
2,"(44.158139399999996, -71.69795335)",1216.8428955078125
3,"(44.15821305, -71.697987275)",1215.4818115234375
4,"(44.1582867, -71.6980212)",1214.0938720703125
5,"(44.15836725, -71.69803974999999)",1212.4061279296875
6,"(44.1584478, -71.6980583)",1210.3692626953125
7,"(44.1585478, -71.6980922)",1207.4239501953125
8,"(44.158617875000004, -71.69804025)",1205.5277099609375
9,"(44.15868795, -71.6979883)",1203.527587890625
10,"(44.158758025, -71.69793635)",1201.4036865234375
11,"(44.1588281, -71.6978844)",1199.0706787109375
12,"(44.158945349999996, -71.69787035)",1195.328369140625
13,"(44.1590626, -71.6978563)",1191.3419189453125
14,"(44.159125425, -71.697814275)",1188.689453125
15,"(44.15918825, -71.69777225)",1186.0576171875
16,"(44.159251075, -71.697730225)",1183.289794921875
17,"(44.1593139, -71.6976882)",1180.77978515625
18,"(44.1593943, -71.6976672)",1177.4061279296875
19,"(44.1594747, -71.6976462)",1174.033447265625
20,"(44.159597, -71.69759015)",1169.2669677734375
21,"(44.1597193, -71.6975341)",1164.719482421875
22,"(44.15977624999999, -71.69745705)",1162.218994140625
23,"(44.159833199999994, -71.69738000000001)",1159.5279541015625
24,"(44.159890149999995, -71.69730295000001)",1156.9627685546875
25,"(44.1599471, -71.6972259)",1154.5167236328125
26,"(44.160030612499995, -71.697149325)",1150.939453125
27,"(44.160114125, -71.69707275)",1147.11865234375
28,"(44.160197637500005, -71.69699617500001)",1142.9744873046875
29,"(44.16028115, -71.6969196)",1138.8992919921875
30,"(44.1603646625, -71.69684302499999)",1134.724365234375
31,"(44.160448175, -71.69676645)",1130.904541015625
32,"(44.1605316875, -71.696689875)",1127.3599853515625
33,"(44.1606152, -71.6966133)",1123.8214111328125
34,"(44.16071182500001, -71.69651615)",1120.2164306640625
35,"(44.160808450000005, -71.69641899999999)",1116.0252685546875
36,"(44.160905075, -71.69632184999999)",1111.399658203125
37,"(44.1610017, -71.69622469999999)",1107.1954345703125
38,"(44.161098325, -71.69612754999999)",1102.650390625
39,"(44.161194949999995, -71.69603039999998)",1097.3682861328125
40,"(44.16129157499999, -71.69593325)",1092.33056640625
41,"(44.1613882, -71.6958361)",1088.0306396484375
42,"(44.161490900000004, -71.69580189999999)",1085.3197021484375
43,"(44.1615936, -71.6957677)",1083.0943603515625
44,"(44.1616393, -71.6957494)",1081.913818359375
45,"(44.161711374999996, -71.69573137500001)",1079.9990234375
46,"(44.16178345, -71.69571335)",1077.9771728515625
47,"(44.161855525, -71.695695325)",1075.7928466796875
48,"(44.1619276, -71.6956773)",1073.4765625
49,"(44.16204275, -71.69564510000001)",1069.584228515625
50,"(44.1621579, -71.6956129)",1065.392578125
51,"(44.162268749999996, -71.69557635000001)",1061.11962890625
52,"(44.1623796, -71.6955398)",1057.6192626953125
53,"(44.1624846, -71.695552)",1054.762939453125
54,"(44.1625896, -71.6955642)",1051.8623046875
55,"(44.16270915, -71.69563265)",1048.84765625
56,"(44.1628287, -71.6957011)",1046.1304931640625
57,"(44.16285595, -71.69582125)",1045.572998046875
58,"(44.1628832, -71.6959414)",1044.6390380859375
59,"(44.1629111, -71.69608355)",1042.94384765625
60,"(44.162939, -71.6962257)",1040.78564453125
61,"(44.1629842, -71.69634015)",1038.1884765625
62,"(44.1630294, -71.6964546)",1035.3497314453125
0,"(44.1578014, -71.6988837)",1227.01611328125
1,"(44.157870474999996, -71.698877025)",1225.199951171875
2,"(44.157939549999995, -71.69887034999999)",1223.3809814453125
3,"(44.158008624999994, -71.698863675)",1221.6025390625
4,"(44.1580777, -71.698857)",1219.9537353515625
5,"(44.1581768, -71.6988704)",1217.56298828125
6,"(44.1582759, -71.6988838)",1215.1297607421875
7,"(44.1583423, -71.6989037)",1213.4832763671875
8,"(44.1584087, -71.6989236)",1211.84423828125
9,"(44.1585108, -71.69892565)",1209.1507568359375
10,"(44.1586129, -71.6989277)",1205.9786376953125
11,"(44.1586785, -71.69877725)",1202.6634521484375
12,"(44.1587441, -71.6986268)",1199.3499755859375
13,"(44.15883015, -71.69849675)",1195.6773681640625
14,"(44.1589162, -71.6983667)",1193.4180908203125
15,"(44.15903285, -71.69830365)",1190.2935791015625
16,"(44.1591495, -71.6982406)",1186.9541015625
17,"(44.15923265, -71.69828735)",1183.9515380859375
18,"(44.1593158, -71.6983341)",1181.296630859375
19,"(44.159409100000005, -71.6983585)",1178.3804931640625
20,"(44.1595024, -71.6983829)",1175.4559326171875
21,"(44.1595797, -71.6982752)",1173.21240234375
22,"(44.159657, -71.6981675)",1169.5723876953125
23,"(44.1597824, -71.6981593)",1164.540283203125
24,"(44.1598298, -71.698228425)",1162.771484375
25,"(44.1598772, -71.69829755)",1160.242431640625
26,"(44.1599246, -71.698366675)",1157.62939453125
27,"(44.159972, -71.6984358)",1155.653076171875
28,"(44.1600653, -71.6984073)",1151.9171142578125
29,"(44.16012, -71.6982955)",1149.3551025390625
30,"(44.1601747, -71.6981837)",1146.2806396484375
31,"(44.1602294, -71.6980719)",1143.7298583984375
32,"(44.1602841, -71.6979601)",1141.1048583984375
33,"(44.1604007, -71.6979439)",1136.901611328125
34,"(44.1604532, -71.69802519999999)",1133.7315673828125
35,"(44.1605057, -71.6981065)",1131.4412841796875
36,"(44.1605991, -71.6980577)",1128.4945068359375
37,"(44.160641375, -71.69796115)",1126.57763671875
38,"(44.160683649999996, -71.6978646)",1125.392578125
39,"(44.160725924999994, -71.69776805000001)",1123.301025390625
40,"(44.1607682, -71.6976715)",1121.77001953125
41,"(44.1608519, -71.6977003)",1118.1065673828125
42,"(44.1609163, -71.69776627499999)",1115.023681640625
43,"(44.160980699999996, -71.69783225)",1111.963623046875
44,"(44.161045099999996, -71.697898225)",1108.259765625
45,"(44.1611095, -71.6979642)",1105.4749755859375
46,"(44.1612232, -71.6979235)",1102.0675048828125
47,"(44.16129465, -71.69778935)",1099.46728515625
48,"(44.1613661, -71.6976552)",1097.33251953125
49,"(44.1614492, -71.6977182)",1093.705322265625
50,"(44.1615323, -71.6977812)",1090.459228515625
51,"(44.16161155, -71.69776895)",1087.5440673828125
52,"(44.1616908, -71.6977567)",1084.1925048828125
53,"(44.1617603, -71.6976856)",1081.475830078125
54,"(44.1618298, -71.6976145)",1078.474365234375
55,"(44.161890325, -71.69756675)",1075.7952880859375
56,"(44.16195085, -71.697519)",1073.3873291015625
57,"(44.162011375, -71.69747125)",1070.9346923828125
58,"(44.1620719, -71.6974235)",1068.50830078125
59,"(44.1621171, -71.697335075)",1066.6387939453125
60,"(44.162162300000006, -71.69724665)",1065.0352783203125
61,"(44.16220750000001, -71.697158225)",1063.40771484375
62,"(44.1622527, -71.6970698)",1061.847900390625
63,"(44.162334625, -71.69694254999999)",1058.1566162109375
