,coordinates,elevation
0,"(43.6558886, -72.8413945)",721.3594970703125
1,"(43.656011424999996, -72.84144145)",720.0370483398438
2,"(43.656134249999994, -72.8414884)",718.5046997070312
3,"(43.656257075, -72.84153535)",716.59716796875
4,"(43.6563799, -72.8415823)",714.4874267578125
5,"(43.65649885, -72.841625225)",712.0942993164062
6,"(43.6566178, -72.84166815)",709.3484497070312
7,"(43.65673675, -72.841711075)",706.4489135742188
8,"(43.6568557, -72.841754)",703.3444213867188
9,"(43.6569827, -72.8417476)",700.8344116210938
10,"(43.6570499625, -72.84176630000002)",699.5274658203125
11,"(43.657117225, -72.84178500000002)",698.25341796875
12,"(43.657184487500004, -72.84180370000001)",696.9539184570312
13,"(43.65725175, -72.84182240000001)",695.6815185546875
14,"(43.6573190125, -72.84184110000001)",694.4865112304688
15,"(43.657386275, -72.84185980000001)",693.3831787109375
16,"(43.657453537500004, -72.8418785)",692.3389892578125
17,"(43.6575208, -72.8418972)",691.3194580078125
18,"(43.65761615, -72.841924275)",689.8974609375
19,"(43.657711500000005, -72.84195135)",688.5858764648438
20,"(43.65780685, -72.84197842500001)",687.3276977539062
21,"(43.6579022, -72.8420055)",685.9298095703125
22,"(43.6579976, -72.8420326)",684.2388916015625
23,"(43.658093, -72.8420597)",682.2630004882812
24,"(43.658190024999996, -72.84209457499999)",679.836181640625
25,"(43.65828705, -72.84212944999999)",677.1552734375
26,"(43.658384075, -72.842164325)",673.9503173828125
27,"(43.6584811, -72.8421992)",670.8026733398438
28,"(43.658578125000005, -72.842234075)",668.7130126953125
29,"(43.65867515, -72.84226895)",666.6944580078125
30,"(43.658772174999996, -72.842303825)",664.5458374023438
31,"(43.6588692, -72.8423387)",662.195556640625
32,"(43.6589429375, -72.84236283749999)",660.3477783203125
33,"(43.659016675, -72.842386975)",658.5112915039062
34,"(43.65909041249999, -72.8424111125)",656.4362182617188
35,"(43.659164149999995, -72.84243525)",654.2837524414062
36,"(43.6592378875, -72.8424593875)",652.0184326171875
37,"(43.659311625, -72.842483525)",649.5172729492188
38,"(43.659385362500004, -72.8425076625)",646.920654296875
39,"(43.6594591, -72.8425318)",643.82958984375
40,"(43.659567087499994, -72.8425713625)",639.7364501953125
41,"(43.659675074999996, -72.842610925)",637.16259765625
42,"(43.6597830625, -72.84265048750001)",634.4667358398438
43,"(43.65989105, -72.84269005)",631.9086303710938
44,"(43.6599990375, -72.8427296125)",629.1434936523438
45,"(43.660107025, -72.842769175)",626.3067626953125
46,"(43.660215012500004, -72.84280873750001)",623.046142578125
47,"(43.660323, -72.8428483)",620.3375244140625
48,"(43.6604031375, -72.84287578749999)",618.7355346679688
49,"(43.660483275000004, -72.842903275)",617.1210327148438
50,"(43.660563412500004, -72.8429307625)",615.9688720703125
51,"(43.66064355, -72.84295825000001)",615.3704223632812
52,"(43.6607236875, -72.84298573750002)",615.0416259765625
53,"(43.660803825, -72.843013225)",614.6992797851562
54,"(43.6608839625, -72.8430407125)",614.2924194335938
55,"(43.6609641, -72.8430682)",613.8684692382812
0,"(43.6540819, -72.8408691)",739.6182250976562
1,"(43.65410675, -72.84101155)",738.4314575195312
2,"(43.6541316, -72.841154)",737.291748046875
3,"(43.65414965, -72.84124700000001)",736.5317993164062
4,"(43.6541677, -72.84134)",735.7601928710938
5,"(43.654185749999996, -72.841433)",734.9940185546875
6,"(43.6542038, -72.841526)",734.196533203125
7,"(43.654232449999995, -72.8416584)",733.276123046875
8,"(43.6542611, -72.8417908)",732.533935546875
9,"(43.654267675, -72.84192562499999)",732.1239013671875
10,"(43.65427425, -72.84206044999999)",731.6642456054688
11,"(43.654280825, -72.842195275)",731.0723266601562
12,"(43.6542874, -72.8423301)",730.6508178710938
13,"(43.6543013, -72.8424813)",730.4515380859375
14,"(43.65430695, -72.84265575)",730.4102783203125
15,"(43.6543126, -72.8428302)",730.2537841796875
16,"(43.654347349999995, -72.84297319999999)",729.7346801757812
17,"(43.6543821, -72.8431162)",729.2577514648438
18,"(43.6544909, -72.84313102499999)",728.002685546875
19,"(43.6545997, -72.84314585)",726.7879028320312
20,"(43.6547085, -72.84316067500001)",725.5663452148438
21,"(43.6548173, -72.8431755)",724.35498046875
22,"(43.654899099999994, -72.84322985)",723.3361206054688
23,"(43.6549809, -72.8432842)",722.2553100585938
24,"(43.6550627, -72.84333855)",721.0879516601562
