,coordinates,elevation
0,"(41.833211, -73.3052007)",450.1356201171875
1,"(41.8332799, -73.3051483)",451.1327209472656
2,"(41.8333488, -73.3050959)",450.8435974121094
3,"(41.83342225, -73.30511440000001)",449.8526611328125
4,"(41.8334957, -73.3051329)",448.396728515625
5,"(41.83354275, -73.305202225)",447.1807861328125
6,"(41.8335898, -73.30527155)",445.90179443359375
7,"(41.83363685, -73.305340875)",444.3748779296875
8,"(41.8336839, -73.3054102)",442.4663391113281
9,"(41.833706899999996, -73.30553345)",440.5534362792969
10,"(41.8337299, -73.3056567)",438.8271179199219
11,"(41.83380795, -73.305706)",436.0965576171875
12,"(41.833886, -73.3057553)",433.17401123046875
13,"(41.833952575, -73.30577070000001)",430.958740234375
14,"(41.83401915, -73.3057861)",428.893310546875
15,"(41.834085725, -73.3058015)",426.7405090332031
16,"(41.8341523, -73.3058169)",423.0184326171875
17,"(41.83426935, -73.3058785)",414.37860107421875
18,"(41.8343864, -73.3059401)",408.7986145019531
19,"(41.8345012, -73.3060202)",404.3844299316406
20,"(41.834616, -73.3061003)",401.5138244628906
21,"(41.83467795, -73.30626054999999)",399.2118835449219
22,"(41.8347399, -73.3064208)",397.41290283203125
23,"(41.834791550000006, -73.3065086)",396.1017761230469
24,"(41.8348432, -73.30659639999999)",394.5016784667969
25,"(41.83489485, -73.30668419999999)",392.8034973144531
26,"(41.8349465, -73.306772)",391.15106201171875
27,"(41.834998150000004, -73.306837475)",389.66094970703125
28,"(41.8350498, -73.30690295)",388.1440734863281
29,"(41.835101449999996, -73.306968425)",386.5925598144531
30,"(41.8351531, -73.3070339)",385.01190185546875
31,"(41.83520475, -73.30709937499999)",383.3909606933594
32,"(41.8352564, -73.30716484999999)",381.80975341796875
33,"(41.835308049999995, -73.307230325)",380.3770751953125
34,"(41.8353597, -73.3072958)",379.08349609375
35,"(41.835418812499995, -73.307368975)",377.6386413574219
36,"(41.835477925, -73.30744215000001)",376.1197509765625
37,"(41.8355370375, -73.30751532500001)",374.48486328125
38,"(41.83559615, -73.30758850000001)",372.79364013671875
39,"(41.8356552625, -73.307661675)",371.0058288574219
40,"(41.835714375, -73.30773485)",369.2704162597656
41,"(41.835773487500006, -73.307808025)",367.6354675292969
42,"(41.8358326, -73.3078812)",365.8680114746094
43,"(41.8358951625, -73.3079651625)",363.59161376953125
44,"(41.835957725, -73.308049125)",360.6234436035156
45,"(41.8360202875, -73.3081330875)",357.8802185058594
46,"(41.83608285, -73.30821705)",355.3787536621094
47,"(41.836145412499995, -73.3083010125)",352.6910705566406
48,"(41.836207974999994, -73.308384975)",350.128662109375
49,"(41.8362705375, -73.3084689375)",347.8487243652344
50,"(41.8363331, -73.3085529)",345.423095703125
51,"(41.8363985125, -73.30862145)",343.00567626953125
52,"(41.836463925000004, -73.30869)",340.7916259765625
53,"(41.836529337500004, -73.30875855)",338.7551574707031
54,"(41.83659475, -73.3088271)",336.8846435546875
55,"(41.8366601625, -73.30889565)",335.13763427734375
56,"(41.836725575, -73.30896419999999)",333.6468811035156
57,"(41.8367909875, -73.30903275)",332.26611328125
58,"(41.8368564, -73.3091013)",330.9313659667969
59,"(41.8369092, -73.3091968)",329.5108947753906
60,"(41.836962, -73.3092923)",328.4791259765625
61,"(41.8370148, -73.3093878)",327.68017578125
62,"(41.8370676, -73.3094833)",326.9672546386719
63,"(41.8370768, -73.30964355)",326.1974182128906
64,"(41.837086, -73.3098038)",325.0377197265625
0,"(41.8341575, -73.3066044)",411.54833984375
1,"(41.83426540000001, -73.30668145)",406.9398498535156
2,"(41.8343733, -73.3067585)",403.74066162109375
3,"(41.8344281, -73.3068262)",402.1201477050781
4,"(41.8344829, -73.3068939)",400.5361328125
5,"(41.8345377, -73.3069616)",399.0370788574219
6,"(41.8345925, -73.3070293)",397.5839538574219
7,"(41.834679449999996, -73.30714605)",394.9594421386719
8,"(41.8347664, -73.3072628)",391.95660400390625
9,"(41.834837750000005, -73.307351525)",389.7649841308594
10,"(41.834909100000004, -73.30744025)",387.6318054199219
11,"(41.83498045, -73.307528975)",385.5710144042969
12,"(41.8350518, -73.3076177)",383.5680847167969
13,"(41.835127475, -73.307712275)",381.7757873535156
14,"(41.83520315, -73.30780684999999)",380.4709167480469
15,"(41.835278825, -73.307901425)",379.1322937011719
16,"(41.8353545, -73.307996)",377.245849609375
17,"(41.835424075000006, -73.3080789)",375.1212158203125
18,"(41.835493650000004, -73.3081618)",372.9620666503906
19,"(41.835563225, -73.30824469999999)",370.5904541015625
