,coordinates,elevation
0,"(37.6180421, -107.8531325)",3290
1,"(37.6188265, -107.8547956)",3223
2,"(37.6189429, -107.8550423)",3223
3,"(37.6195887, -107.855965)",3223
4,"(37.620152, -107.8564837)",3221
5,"(37.6210334, -107.8572953)",3137
6,"(37.62241, -107.8578747)",3137
7,"(37.6230389, -107.8580034)",3073
8,"(37.6246704, -107.8578532)",3073
9,"(37.6253842, -107.8578318)",3016
10,"(37.6262849, -107.858497)",2998
11,"(37.6273046, -107.8586472)",2938
12,"(37.6280354, -107.8587759)",2938
13,"(37.6288511, -107.8592694)",2938
14,"(37.6294969, -107.8594411)",2844
0,"(37.6177021, -107.827474)",3185
1,"(37.6176015, -107.8271487)",3185
2,"(37.617559, -107.8267865)",3184
3,"(37.6177085, -107.8266033)",3184
4,"(37.6183735, -107.825833)",3184
5,"(37.6190194, -107.825141)",3126
6,"(37.6198862, -107.8241968)",3114
7,"(37.6206807, -107.8231615)",3114
8,"(37.6213605, -107.8220242)",3048
9,"(37.6222231, -107.8209782)",3048
10,"(37.6229751, -107.8199912)",2978
0,"(37.6238377, -107.8223193)",3023
1,"(37.6242982, -107.8227127)",3023
2,"(37.6249933, -107.8233064)",3061
3,"(37.6252416, -107.8233992)",2979
4,"(37.6254522, -107.823478)",2979
5,"(37.6262087, -107.822776)",2954
6,"(37.6268097, -107.8220571)",2954
0,"(37.6242982, -107.8227127)",3023
1,"(37.6244155, -107.8225339)",3023
2,"(37.6245854, -107.8224266)",3023
3,"(37.6248914, -107.8225339)",3023
4,"(37.6251633, -107.8229845)",2979
5,"(37.6252416, -107.8233992)",2979
0,"(37.6276717, -107.8167528)",2821
1,"(37.6283836, -107.8159968)",2757
2,"(37.6293655, -107.8148935)",2747
0,"(37.6179042, -107.828371)",3185
1,"(37.6190466, -107.8269218)",3126
2,"(37.6196808, -107.8260918)",3126
3,"(37.6206722, -107.8249801)",3114
4,"(37.6216942, -107.8236788)",3072
5,"(37.6221073, -107.8226084)",3048
6,"(37.6226232, -107.8218957)",3048
7,"(37.6233456, -107.8210303)",3023
8,"(37.6234249, -107.8205773)",2978
9,"(37.6235141, -107.8198824)",2978
0,"(37.6179555, -107.8507595)",3276
1,"(37.618281, -107.8502699)",3276
2,"(37.6187686, -107.8500679)",3211
3,"(37.6192615, -107.8501966)",3211
4,"(37.6200263, -107.8508618)",3211
5,"(37.6206722, -107.8512695)",3211
6,"(37.621403, -107.8515699)",3169
7,"(37.6223888, -107.8518918)",3169
8,"(37.6229666, -107.852321)",3086
9,"(37.6238334, -107.8536942)",3086
10,"(37.6244004, -107.8543021)",3074
11,"(37.6246322, -107.8545311)",3074
12,"(37.6256717, -107.8552189)",3026
13,"(37.6262976, -107.855604)",3026
14,"(37.6275722, -107.8559902)",2976
15,"(37.6280821, -107.8567412)",2949
16,"(37.6282232, -107.8570356)",2949
0,"(37.618467, -107.8490127)",3258
1,"(37.6190406, -107.8489092)",3244
2,"(37.6196524, -107.8487804)",3244
3,"(37.6201963, -107.849274)",3244
4,"(37.6209101, -107.8503039)",3169
5,"(37.621641, -107.8509262)",3169
6,"(37.6226777, -107.850776)",3169
7,"(37.6237824, -107.8519562)",3126
8,"(37.6245302, -107.8525141)",3086
9,"(37.6255499, -107.8531363)",3048
10,"(37.6262637, -107.853823)",3048
11,"(37.6281161, -107.854853)",2976
0,"(37.6194808, -107.8474699)",3243
1,"(37.6198564, -107.8475144)",3243
2,"(37.6202347, -107.8475849)",3243
3,"(37.6208931, -107.8477076)",3229
4,"(37.6218279, -107.8482869)",3209
5,"(37.6231026, -107.8487375)",3171
6,"(37.6242073, -107.8492954)",3171
7,"(37.6254479, -107.8512695)",3085
8,"(37.6255839, -107.8519562)",3085
9,"(37.6276912, -107.853544)",2995
10,"(37.6281161, -107.854853)",2976
0,"(37.6225448, -107.8449013)",3214
1,"(37.6242243, -107.8456047)",3174
2,"(37.6243942, -107.8459051)",3177
3,"(37.6248021, -107.8465918)",3177
4,"(37.6254479, -107.8473213)",3113
5,"(37.6258218, -107.8481796)",3091
6,"(37.6262467, -107.8490808)",3091
7,"(37.6264506, -107.8495958)",3091
8,"(37.6270284, -107.8506258)",3085
9,"(37.6273683, -107.8512266)",3026
10,"(37.6282949, -107.8518815)",3026
0,"(37.6266143, -107.8475679)",3113
1,"(37.6268245, -107.8476432)",3113
2,"(37.6278951, -107.8480938)",3063
3,"(37.6285331, -107.8484881)",3063
4,"(37.6289488, -107.8489736)",3063
5,"(37.6295606, -107.8493169)",2997
6,"(37.6304102, -107.8492311)",2997
7,"(37.6316678, -107.8499821)",2898
8,"(37.6322965, -107.8497675)",2898
9,"(37.6329253, -107.8489092)",2898
10,"(37.633358, -107.848098)",2854
0,"(37.6228494, -107.8447359)",3214
1,"(37.6268245, -107.8459266)",3113
2,"(37.6297645, -107.846978)",2994
3,"(37.6307841, -107.8477076)",2994
4,"(37.6315658, -107.8475788)",2916
5,"(37.6328913, -107.8478578)",2916
0,"(37.6193635, -107.8386095)",3225
1,"(37.6203663, -107.8389314)",3225
2,"(37.6211541, -107.8396296)",3200
3,"(37.621556, -107.8400686)",3200
4,"(37.6219195, -107.8406281)",3200
5,"(37.6222698, -107.8412273)",3200
6,"(37.6227287, -107.8423646)",3212
7,"(37.6236393, -107.8428314)",3167
8,"(37.6241903, -107.8431156)",3167
9,"(37.6253666, -107.8438536)",3117
10,"(37.625823, -107.8442723)",3117
11,"(37.6259131, -107.8446933)",3117
12,"(37.6259206, -107.8449579)",3117
13,"(37.6260462, -107.8463029)",3113
14,"(37.6266143, -107.8475679)",3113
15,"(37.6271304, -107.8486302)",3063
16,"(37.6272324, -107.8497675)",3063
17,"(37.6276045, -107.8504325)",3026
18,"(37.6278386, -107.8508498)",3026
19,"(37.6282949, -107.8518815)",3026
20,"(37.6285409, -107.8532222)",2995
21,"(37.6281161, -107.854853)",2976
22,"(37.628405, -107.8560975)",2976
23,"(37.6282232, -107.8570356)",2949
24,"(37.6280863, -107.8577459)",2949
25,"(37.6280681, -107.8578684)",2949
0,"(37.6281161, -107.854853)",2976
1,"(37.628354, -107.8550461)",2976
2,"(37.6288298, -107.8559258)",2976
3,"(37.6293227, -107.8565803)",2859
4,"(37.6296183, -107.8567529)",2859
5,"(37.629948, -107.8570221)",2859
6,"(37.630372, -107.8570218)",2859
7,"(37.6306582, -107.856788)",2859
0,"(37.6285409, -107.8532222)",2995
1,"(37.6287423, -107.8534934)",2995
2,"(37.6290507, -107.8539088)",2995
3,"(37.6291867, -107.8548959)",2892
4,"(37.6297475, -107.8554109)",2892
5,"(37.6301383, -107.8557971)",2892
6,"(37.6302643, -107.8562285)",2892
7,"(37.6306582, -107.856788)",2859
0,"(37.6226093, -107.8445584)",3214
1,"(37.6242117, -107.8443094)",3174
2,"(37.6248331, -107.8442958)",3174
3,"(37.6253046, -107.8446273)",3117
4,"(37.6256886, -107.8449968)",3117
5,"(37.6259206, -107.8449579)",3117
6,"(37.6270815, -107.8447819)",3117
7,"(37.6279882, -107.8451163)",3057
8,"(37.6304013, -107.8457017)",3014
9,"(37.6322026, -107.8456099)",2918
10,"(37.6330353, -107.845052)",2918
11,"(37.6333752, -107.8444082)",2860
12,"(37.6344164, -107.8437356)",2861
0,"(37.6245552, -107.8429384)",3167
1,"(37.625235, -107.8428418)",3121
2,"(37.6257279, -107.8425414)",3121
3,"(37.6263397, -107.8424127)",3121
4,"(37.6267986, -107.8420586)",3121
5,"(37.6274189, -107.8415544)",3076
6,"(37.629247, -107.841501)",3012
7,"(37.6302654, -107.8409965)",3012
8,"(37.6309791, -107.8410286)",3012
9,"(37.6317523, -107.8410608)",2965
10,"(37.6324883, -107.8408974)",2965
11,"(37.632568, -107.8408677)",2965
12,"(37.6333242, -107.840857)",2965
13,"(37.6334662, -107.8410016)",2884
14,"(37.6334823, -107.8414345)",2884
15,"(37.6336109, -107.8419621)",2861
16,"(37.633876, -107.8426419)",2861
17,"(37.634109, -107.843112)",2861
0,"(37.6219195, -107.8406281)",3200
1,"(37.6229152, -107.8404493)",3200
2,"(37.6233911, -107.8405244)",3149
3,"(37.623799, -107.8406424)",3149
4,"(37.6244278, -107.8403742)",3149
5,"(37.6251671, -107.8399021)",3093
6,"(37.6255834, -107.8399665)",3093
7,"(37.6260525, -107.8399115)",3093
8,"(37.6263992, -107.8396017)",3093
9,"(37.6275718, -107.8388292)",3060
10,"(37.6279282, -107.8385172)",3060
11,"(37.6287699, -107.838046)",3060
12,"(37.6296961, -107.8380138)",3012
13,"(37.6308177, -107.837928)",3012
14,"(37.6325255, -107.838164)",2960
15,"(37.6331397, -107.8385508)",2960
16,"(37.6336046, -107.8389472)",2899
17,"(37.6340168, -107.8398682)",2884
18,"(37.6341568, -107.8401811)",2884
19,"(37.6343693, -107.841726)",2861
20,"(37.6344457, -107.8422625)",2861
0,"(37.6279282, -107.8385172)",3060
1,"(37.6284215, -107.8385288)",3060
2,"(37.6290078, -107.8387112)",3060
3,"(37.6294242, -107.8390545)",3012
4,"(37.6297726, -107.8393764)",3012
5,"(37.6303164, -107.8395481)",3012
6,"(37.6307242, -107.8393013)",3012
7,"(37.6309549, -107.8389633)",3012
8,"(37.6312816, -107.8385849)",2960
9,"(37.6318685, -107.8388437)",2960
10,"(37.632297, -107.8393584)",2960
11,"(37.6327685, -107.839517)",2960
12,"(37.6340168, -107.8398682)",2884
0,"(37.6211541, -107.8396296)",3200
1,"(37.6228047, -107.8394193)",3184
2,"(37.6229691, -107.839369)",3129
3,"(37.6241389, -107.8390116)",3129
4,"(37.6245128, -107.8387327)",3129
5,"(37.6254475, -107.8380568)",3092
6,"(37.6265861, -107.8374452)",3081
7,"(37.6274868, -107.8370912)",3052
8,"(37.6281156, -107.8368444)",3052
9,"(37.6286934, -107.8371448)",3052
10,"(37.6289483, -107.8373379)",3052
11,"(37.6292542, -107.837531)",3012
12,"(37.6299085, -107.837692)",3012
13,"(37.6307412, -107.8375525)",3012
14,"(37.6315994, -107.8374238)",2969
15,"(37.6323301, -107.8375418)",2960
16,"(37.6330948, -107.83781)",2960
17,"(37.633749, -107.8385181)",2899
18,"(37.6339614, -107.8387756)",2899
19,"(37.6343013, -107.8398056)",2884
20,"(37.6344627, -107.8408248)",2884
21,"(37.6345562, -107.8417904)",2861
0,"(37.619635, -107.8382713)",3225
1,"(37.6204933, -107.8384537)",3225
2,"(37.6211216, -107.8388071)",3184
3,"(37.6213006, -107.8388936)",3184
4,"(37.6219889, -107.838679)",3184
5,"(37.6224138, -107.8384752)",3184
6,"(37.6232211, -107.8382713)",3129
7,"(37.6238245, -107.8379602)",3129
8,"(37.6242493, -107.8377134)",3129
9,"(37.6246997, -107.8374757)",3109
10,"(37.6255834, -107.837295)",3081
11,"(37.6262122, -107.8370268)",3081
12,"(37.6266286, -107.8367371)",3081
13,"(37.6275293, -107.8366191)",3052
14,"(37.6282516, -107.8365762)",3052
15,"(37.6288464, -107.8367478)",3052
16,"(37.6295686, -107.8367371)",3010
17,"(37.6301804, -107.8368229)",3010
18,"(37.6307242, -107.836941)",3010
19,"(37.6312255, -107.8370375)",3010
20,"(37.6316683, -107.8369861)",2969
21,"(37.6319647, -107.8369517)",2969
22,"(37.6328994, -107.8370375)",2969
23,"(37.6334856, -107.8374989)",2930
24,"(37.6339954, -107.8381533)",2899
25,"(37.6343183, -107.8388936)",2899
26,"(37.6344712, -107.8396983)",2884
27,"(37.6347006, -107.8413183)",2884
0,"(37.6198135, -107.8379817)",3225
1,"(37.6206123, -107.8378744)",3225
2,"(37.6209032, -107.8378154)",3184
3,"(37.6213176, -107.8377027)",3184
4,"(37.6220484, -107.8374881)",3162
5,"(37.6228727, -107.8370268)",3162
6,"(37.6234251, -107.8366405)",3109
7,"(37.6240539, -107.8363938)",3109
8,"(37.6248469, -107.8361696)",3109
9,"(37.6250141, -107.8357715)",3081
10,"(37.6255325, -107.8353745)",3060
11,"(37.6262632, -107.8350312)",3060
12,"(37.6270025, -107.8353638)",3060
13,"(37.6276143, -107.8353316)",3047
14,"(37.6279967, -107.83516)",3047
15,"(37.62843, -107.8352458)",3047
16,"(37.6288039, -107.8354067)",3047
17,"(37.6295176, -107.8353316)",3006
18,"(37.6299425, -107.8352565)",3006
19,"(37.6302761, -107.8353915)",3006
20,"(37.6309451, -107.8361577)",3010
21,"(37.631336, -107.8367371)",2969
22,"(37.6316683, -107.8369861)",2969
0,"(37.6194905, -107.8371984)",3206
1,"(37.6199494, -107.83678)",3206
2,"(37.6205018, -107.8363723)",3206
3,"(37.6207829, -107.8362017)",3206
4,"(37.6210967, -107.8359968)",3162
5,"(37.621683, -107.8358573)",3162
6,"(37.6230912, -107.8357818)",3109
7,"(37.6233719, -107.8356601)",3109
8,"(37.6238405, -107.8354472)",3109
9,"(37.624265, -107.8352699)",3089
0,"(37.6212175, -107.8304886)",3117
1,"(37.6216433, -107.8312386)",3117
2,"(37.6221424, -107.8321483)",3125
3,"(37.6222431, -107.8327988)",3125
4,"(37.6223756, -107.8331291)",3125
5,"(37.62271, -107.8340237)",3144
6,"(37.6230592, -107.834666)",3089
7,"(37.6232051, -107.8349487)",3089
8,"(37.6233182, -107.8354926)",3109
9,"(37.6233719, -107.8356601)",3109
10,"(37.6235695, -107.8362758)",3109
11,"(37.6238584, -107.8363187)",3109
12,"(37.624484, -107.8360789)",3109
13,"(37.6245399, -107.8359004)",3109
14,"(37.6244457, -107.8353609)",3089
15,"(37.6244943, -107.8347397)",3089
16,"(37.6244244, -107.8341942)",3089
17,"(37.6246167, -107.8339526)",3089
18,"(37.6249697, -107.8339742)",3089
19,"(37.625303, -107.8336365)",3060
20,"(37.6255682, -107.8331091)",3044
21,"(37.6252459, -107.8322214)",3044
22,"(37.6254544, -107.8318513)",3044
23,"(37.6259148, -107.8317482)",3044
24,"(37.6269175, -107.831995)",3044
25,"(37.6272319, -107.832231)",3038
26,"(37.6275973, -107.8321344)",3038
27,"(37.6278947, -107.831834)",3038
28,"(37.6279712, -107.8314156)",3038
29,"(37.6279712, -107.8309006)",3025
30,"(37.6275038, -107.8303534)",3025
31,"(37.6269345, -107.8295059)",3021
32,"(37.6268167, -107.8288195)",3013
0,"(37.6268167, -107.8288195)",3013
1,"(37.6267954, -107.828499)",3013
2,"(37.6267508, -107.828103)",3013
3,"(37.6267731, -107.8275854)",3013
4,"(37.6269023, -107.8271241)",3013
5,"(37.6270875, -107.8266627)",2962
6,"(37.6273465, -107.8261635)",2962
7,"(37.6275719, -107.8256006)",2962
8,"(37.6279032, -107.8244848)",2915
9,"(37.6281412, -107.8235407)",2915
10,"(37.6283455, -107.8226504)",2889
11,"(37.6285575, -107.8224356)",2889
12,"(37.6289679, -107.8205591)",2859
0,"(37.6189758, -107.8299841)",3155
1,"(37.6196152, -107.8297027)",3155
2,"(37.6207879, -107.8288793)",3146
3,"(37.6214338, -107.8282651)",3100
4,"(37.6220796, -107.8276428)",3100
5,"(37.6225215, -107.8275784)",3100
6,"(37.6227318, -107.8275006)",3100
7,"(37.6229124, -107.8273424)",3100
8,"(37.6232926, -107.8263649)",3055
0,"(37.6191818, -107.837803)",3225
1,"(37.6193858, -107.8368589)",3206
2,"(37.6195218, -107.8356143)",3206
3,"(37.6193518, -107.8342196)",3190
4,"(37.6192668, -107.8328892)",3182
5,"(37.6194878, -107.8320309)",3182
6,"(37.6196747, -107.8315803)",3182
7,"(37.6194198, -107.8305932)",3155
0,"(37.6210495, -107.8293415)",3117
1,"(37.6221561, -107.828705)",3100
2,"(37.6229209, -107.8284045)",3059
3,"(37.6236857, -107.8285547)",3059
4,"(37.6240766, -107.8289195)",3059
0,"(37.6213302, -107.8300667)",3117
1,"(37.6232099, -107.8292843)",3072
2,"(37.6240426, -107.829177)",3072
3,"(37.6245185, -107.8292843)",3072
4,"(37.6249512, -107.8297151)",3072
5,"(37.625241, -107.8298929)",3021
6,"(37.6256194, -107.829837)",3021
7,"(37.6264183, -107.8299512)",3021
8,"(37.6266561, -107.829383)",3021
9,"(37.6268167, -107.8288195)",3013
0,"(37.6219012, -107.8302714)",3117
1,"(37.6224451, -107.8304859)",3117
2,"(37.6231249, -107.8303357)",3072
3,"(37.6239237, -107.8300139)",3072
4,"(37.6247224, -107.8305074)",3072
5,"(37.6252153, -107.8307863)",3021
6,"(37.6258271, -107.8308615)",3021
7,"(37.6264183, -107.8299512)",3021
0,"(37.6299799, -107.8348237)",3006
1,"(37.6303194, -107.8349943)",3006
2,"(37.6307724, -107.835271)",3006
3,"(37.6310443, -107.8356787)",3010
4,"(37.6314182, -107.8361078)",2969
5,"(37.6316901, -107.8363868)",2969
6,"(37.6320979, -107.8366014)",2969
7,"(37.6324551, -107.836639)",2969
8,"(37.6327097, -107.8366657)",2969
9,"(37.6331685, -107.8367516)",2969
10,"(37.6337293, -107.8372236)",2930
11,"(37.6340521, -107.8378888)",2899
12,"(37.634443, -107.8387257)",2899
13,"(37.6347148, -107.8392621)",2899
14,"(37.6348168, -107.8398844)",2884
15,"(37.6348168, -107.8409787)",2884
0,"(37.629382, -107.8315637)",3022
1,"(37.6296848, -107.8323742)",3022
2,"(37.6301946, -107.8332969)",3022
3,"(37.6306365, -107.8339192)",3006
4,"(37.6311293, -107.8350135)",3006
5,"(37.6316051, -107.8353783)",2988
6,"(37.631979, -107.8355714)",2969
7,"(37.6322169, -107.8358504)",2969
8,"(37.6324551, -107.836639)",2969
0,"(37.6299799, -107.8348237)",3006
1,"(37.6302761, -107.8353915)",3006
2,"(37.6307384, -107.8363224)",3010
3,"(37.6310613, -107.8371807)",3010
4,"(37.6312822, -107.837406)",2969
5,"(37.6315966, -107.8376206)",2960
6,"(37.6317411, -107.8382751)",2960
7,"(37.6318685, -107.8388437)",2960
8,"(37.6321574, -107.8396162)",2965
9,"(37.6323698, -107.8401097)",2965
10,"(37.6324888, -107.8406032)",2965
11,"(37.6324883, -107.8408974)",2965
12,"(37.6324898, -107.8417116)",2941
13,"(37.6324737, -107.8423129)",2941
14,"(37.6325209, -107.8427093)",2941
15,"(37.6325822, -107.843264)",2941
16,"(37.6326587, -107.8449699)",2918
17,"(37.6328116, -107.8460106)",2916
18,"(37.6331005, -107.8470727)",2916
19,"(37.6333299, -107.8476413)",2916
0,"(37.6266143, -107.8475679)",3113
1,"(37.6263426, -107.8479177)",3091
2,"(37.6263794, -107.8490468)",3091
3,"(37.6266259, -107.8498086)",3091
4,"(37.6268978, -107.8502163)",3085
5,"(37.6272716, -107.8503987)",3026
6,"(37.6276045, -107.8504325)",3026
0,"(37.6196432, -107.8472039)",3243
1,"(37.6200317, -107.8469869)",3243
2,"(37.6204736, -107.8465148)",3243
3,"(37.6208305, -107.8461286)",3243
4,"(37.6213403, -107.8457638)",3214
5,"(37.6216463, -107.8454205)",3214
6,"(37.622162, -107.8447976)",3214
7,"(37.6226093, -107.8445584)",3214
0,"(37.6230592, -107.834666)",3089
1,"(37.6238539, -107.8350631)",3089
2,"(37.624265, -107.8352699)",3089
3,"(37.6244457, -107.8353609)",3089
4,"(37.6249944, -107.8352066)",3089
5,"(37.6254222, -107.8349385)",3060
6,"(37.6258358, -107.8346635)",3060
7,"(37.6266209, -107.834492)",3060
8,"(37.6270338, -107.8345384)",3060
9,"(37.6272279, -107.8343818)",3047
10,"(37.6274076, -107.8343269)",3047
11,"(37.6276625, -107.8340479)",3047
12,"(37.6282403, -107.8336188)",3047
13,"(37.6287671, -107.8335115)",3047
14,"(37.6293959, -107.8341552)",3006
15,"(37.6297358, -107.8345844)",3006
16,"(37.6299799, -107.8348237)",3006
0,"(37.6159019, -107.8312418)",3210
1,"(37.6163023, -107.8308653)",3210
2,"(37.6164915, -107.8305807)",3210
3,"(37.6166485, -107.8304129)",3210
4,"(37.6168417, -107.830357)",3184
5,"(37.6169627, -107.8301982)",3184
6,"(37.6172382, -107.8298959)",3184
7,"(37.6173435, -107.8298004)",3184
8,"(37.617506, -107.8296608)",3184
9,"(37.617684, -107.8295622)",3184
10,"(37.6179163, -107.8295797)",3184
11,"(37.6180383, -107.8296068)",3184
12,"(37.6186452, -107.8297573)",3184
13,"(37.6189431, -107.8299708)",3155
14,"(37.6189758, -107.8299841)",3155
15,"(37.6191856, -107.8300697)",3155
16,"(37.6194392, -107.8301732)",3155
17,"(37.6213302, -107.8300667)",3117
18,"(37.6216879, -107.8301804)",3117
19,"(37.6219012, -107.8302714)",3117
0,"(37.6246997, -107.8374757)",3109
1,"(37.6248469, -107.8361696)",3109
0,"(37.6226093, -107.8445584)",3214
1,"(37.6231446, -107.8436465)",3167
2,"(37.6236393, -107.8428314)",3167
3,"(37.6240624, -107.8421337)",3167
4,"(37.6247422, -107.8410823)",3149
5,"(37.6260525, -107.8399115)",3093
0,"(37.6277177, -107.8228085)",2889
1,"(37.6276113, -107.822004)",2889
2,"(37.6276113, -107.8212721)",2889
3,"(37.6278206, -107.8207995)",2859
4,"(37.6279092, -107.8203472)",2859
5,"(37.6280822, -107.8193205)",2859
6,"(37.6287558, -107.8185288)",2821
7,"(37.6289194, -107.8178975)",2821
8,"(37.629164, -107.8174037)",2821
0,"(37.6232926, -107.8263649)",3055
1,"(37.6234903, -107.826057)",3055
2,"(37.6236155, -107.825942)",3055
3,"(37.6239969, -107.8257048)",3055
4,"(37.624293, -107.825597)",3055
5,"(37.6247199, -107.8255323)",3055
6,"(37.6257873, -107.8255313)",3001
7,"(37.626385, -107.8254378)",3001
8,"(37.6265273, -107.8253516)",3001
9,"(37.6267664, -107.8251288)",3001
10,"(37.6270852, -107.8247047)",2915
11,"(37.6273414, -107.8242375)",2915
12,"(37.6276488, -107.8233966)",2915
13,"(37.6277177, -107.8228085)",2889
0,"(37.625549, -107.8207362)",2915
1,"(37.625819, -107.8205431)",2915
2,"(37.6261553, -107.8201365)",2915
3,"(37.6265578, -107.8198824)",2915
4,"(37.6268033, -107.8197553)",2915
5,"(37.627073, -107.8194621)",2915
6,"(37.6274501, -107.818876)",2859
7,"(37.6280866, -107.8184018)",2821
0,"(37.6229751, -107.8199912)",2978
1,"(37.6235141, -107.8198824)",2978
2,"(37.6240953, -107.8198389)",2978
3,"(37.6246189, -107.8200677)",2978
4,"(37.6251973, -107.8203881)",2915
5,"(37.625549, -107.8207362)",2915
6,"(37.6264549, -107.8216327)",2954
7,"(37.6268097, -107.8220571)",2954
8,"(37.6271007, -107.8224052)",2889
9,"(37.6274038, -107.8227322)",2889
10,"(37.6277177, -107.8228085)",2889
11,"(37.6281243, -107.8226001)",2889
12,"(37.6283455, -107.8226504)",2889
