name,id
Kildow's Climb Rope Tow,246969628
Triple Chair,246969629
Quad Chair - South,246969630
Quad Chair - Center,246969632
Magic Carpet,246969633
Little Jibber Tow Rope,256868614
Wonder Carpet,256868615
Freeway Rope Tow,256868617
Magic Carpet_0,659236996
Magic Carpet_1,659236997
Red Tail Rope Tow,749919242
Snow Tubing Lift,1030840330
